@400000005e7daf4701799b8e #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e7daf472b6403eb #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e7db24e18ad1786 #d,-,18,2597,2345,1172,545,3,182884,11338,2598,2345,1197,2597,2344,1172,91,100,0,500,2846;
@400000005e7db24e18b65339 #d,-,18,2515,2343,1141,546,3,182851,11336,2597,2345,1172,2515,2343,1129,90,100,0,500,2787;
@400000005e7db25018c444fb #d,-,18,2449,2343,1143,547,3,182842,11336,2515,2344,1144,2449,2343,1139,90,100,0,500,2720;
@400000005e7db25018ce2851 #d,-,18,2449,2346,1140,547,3,182856,11337,2449,2346,1145,2449,2343,1139,90,100,0,500,2718;
@400000005e7db25218dca7a3 #d,-,18,2449,2346,1140,548,3,182848,11336,2449,2346,1145,2449,2345,1139,89,100,0,500,2723;
@400000005e7db25218e5fe57 #d,-,18,2450,2343,1277,549,3,182846,11336,2450,2346,1277,2449,2342,1140,89,100,0,500,2723;
@400000005e7db25418f49c65 #d,-,18,2669,2343,1324,549,3,182854,11336,2669,2344,1367,2450,2342,1248,92,100,0,500,2891;
@400000005e7db25418fdc842 #d,-,18,2976,2345,1343,550,3,182916,11340,2976,2345,1345,2669,2343,1322,93,100,0,500,3175;
@400000005e7db256190bba05 #d,-,18,2975,2345,1292,551,3,182929,11341,2976,2345,1343,2975,2345,1292,93,100,0,500,3185;
@400000005e7db2561915058c #d,-,18,2727,2343,1200,552,3,182929,11341,2975,2345,1292,2727,2343,1094,90,100,0,500,3000;
@400000005e7db258192331fb #d,-,18,2601,2342,1195,552,3,182933,11341,2727,2343,1201,2601,2341,1191,91,100,0,500,2858;
@400000005e7db258192c5665 #d,-,18,2599,2343,1193,553,3,182937,11342,2601,2343,1198,2599,2342,1193,91,100,0,500,2846;
@400000005e7db25a193abd80 #d,-,18,2596,2343,1143,554,3,182931,11341,2599,2344,1197,2596,2342,1125,91,100,0,500,2836;
@400000005e7db25a19441ba8 #d,-,18,2441,2346,1139,555,3,182922,11341,2596,2347,1143,2441,2342,1136,89,100,0,500,2713;
@400000005e7db25c19528b25 #d,-,18,2441,2345,1142,555,3,182912,11340,2441,2346,1143,2441,2345,1135,89,100,0,500,2718;
@400000005e7db25c195baae7 #d,-,18,2442,2344,1141,556,3,182903,11340,2442,2346,1144,2441,2344,1137,89,100,0,500,2718;
@400000005e7db25e1969ebd3 #d,-,18,2443,2346,1140,557,3,182894,11339,2443,2346,1145,2442,2344,1138,89,100,0,500,2720;
@400000005e7db25e197384a7 #d,-,18,2551,2344,1341,557,3,182914,11340,2551,2346,1341,2443,2344,1138,91,100,0,500,2775;
@400000005e7db260198203f9 #d,-,18,2894,2344,1333,558,3,182952,11343,2894,2344,1366,2551,2343,1325,92,100,0,500,3116;
@400000005e7db260198b374a #d,-,18,2966,2342,1340,559,3,182990,11345,2966,2344,1342,2894,2341,1333,93,100,0,500,3180;
@400000005e7db26219999aab #d,-,18,2894,2342,1214,560,3,182999,11345,2966,2344,1341,2894,2341,1104,91,100,0,500,3152;
@400000005e7db26219a2ddd1 #d,-,18,2547,2343,1199,560,3,183002,11346,2894,2343,1214,2547,2342,1184,90,100,0,500,2806;
@400000005e7db26419b1b2d1 #d,-,18,2552,2343,1196,561,3,183006,11346,2552,2344,1199,2547,2343,1193,89,100,0,500,2843;
@400000005e7db26419bae622 #d,-,18,2557,2344,1130,562,3,183006,11346,2557,2344,1200,2552,2343,1130,89,100,0,500,2846;
@400000005e7db26619c96ce7 #d,-,18,2491,2342,1143,563,3,182997,11345,2557,2344,1150,2491,2342,1125,90,100,0,500,2765;
@400000005e7db26619d27cd4 #d,-,18,2485,2343,1140,563,3,182988,11345,2491,2343,1145,2485,2341,1139,91,100,0,500,2718;
@400000005e7db26819e16dc5 #d,-,18,2481,2341,1145,564,3,182979,11344,2485,2343,1146,2481,2340,1140,91,100,0,500,2718;
@400000005e7db26819eab85e #d,-,18,2477,2343,1142,565,3,182971,11344,2481,2343,1147,2477,2339,1141,91,100,0,500,2718;
@400000005e7db26a19f8e975 #d,-,18,2474,2342,1137,565,3,182962,11343,2477,2343,1152,2474,2340,1137,90,100,0,500,2723;
@400000005e7db26a1a021cc6 #d,-,18,2472,2341,1142,566,3,182953,11343,2474,2342,1146,2472,2340,1136,90,100,0,500,2720;
@400000005e7db26c1a1093b6 #d,-,18,2469,2341,1139,567,3,182944,11342,2472,2342,1143,2469,2340,1136,90,100,0,500,2715;
@400000005e7db26c1a19e209 #d,-,18,2466,2341,1142,567,3,182935,11341,2469,2342,1142,2466,2340,1135,90,100,0,500,2713;
@400000005e7db26e1a28ea42 #d,-,18,2463,2341,1137,568,3,182925,11341,2466,2342,1143,2463,2340,1136,90,100,0,500,2711;
@400000005e7db26e1a31cb9e #d,-,18,2461,2344,1144,569,3,182916,11340,2463,2344,1144,2461,2341,1137,90,100,0,500,2713;
@400000005e7db2701a3e917e #d,-,18,2459,2345,1141,569,3,182907,11340,2461,2345,1144,2459,2344,1136,90,100,0,500,2715;
@400000005e7db2701a479db1 #d,-,18,2457,2344,1139,570,3,182897,11339,2459,2345,1142,2457,2344,1134,90,100,0,500,2713;
@400000005e7db2721a54a96a #d,-,18,2455,2344,1139,571,3,182888,11339,2457,2345,1141,2455,2344,1134,90,100,0,500,2711;
@400000005e7db2721a5d4044 #d,-,18,2454,2344,1136,571,3,182879,11338,2455,2345,1142,2454,2344,1134,90,100,0,500,2711;
@400000005e7db2741a6b4a3d #d,-,18,2454,2344,1148,572,3,182871,11338,2454,2345,1153,2454,2343,1136,90,100,0,500,2720;
@400000005e7db2741a748d63 #d,-,18,2455,2341,1148,573,3,182864,11337,2455,2344,1152,2454,2340,1144,89,100,0,500,2732;
@400000005e7db2761a82ed0b #d,-,18,2456,2341,1150,573,3,182857,11337,2456,2342,1152,2455,2340,1146,89,100,0,500,2734;
@400000005e7db2761a8c0559 #d,-,18,2458,2345,1148,574,3,182850,11336,2458,2345,1153,2456,2341,1145,89,100,0,500,2734;
@400000005e7db2781a99f362 #d,-,18,2459,2346,1147,575,3,182843,11336,2459,2346,1150,2458,2344,1143,89,100,0,500,2734;
@400000005e7db2781aa32b5a #d,-,18,2460,2346,1148,575,3,182836,11335,2460,2346,1150,2459,2345,1143,90,100,0,500,2732;
@400000005e7db27a1ab14081 #d,-,18,2461,2347,1145,576,3,182829,11335,2461,2348,1151,2460,2346,1143,90,100,0,500,2734;
@400000005e7db27a1aba6c5e #d,-,18,2462,2347,1149,577,3,182822,11334,2462,2348,1151,2461,2346,1143,89,100,0,500,2737;
@400000005e7db27c1ac87657 #d,-,18,2462,2347,1148,578,3,182815,11334,2462,2348,1151,2462,2346,1143,90,100,0,500,2732;
@400000005e7db27c1ad10d32 #d,-,18,2464,2347,1149,578,3,182808,11334,2464,2347,1151,2462,2346,1143,90,100,0,500,2737;
@400000005e7db27e1adf7093 #d,-,18,2464,2345,1147,579,3,182801,11333,2464,2347,1149,2464,2345,1142,90,100,0,500,2734;
@400000005e7db27e1ae7e13e #d,-,18,2464,2345,1144,580,3,182794,11333,2464,2345,1149,2464,2344,1143,90,100,0,500,2730;
@400000005e7db2801af5fa1e #d,-,18,2465,2343,1150,580,3,182787,11332,2465,2345,1150,2464,2343,1143,90,100,0,500,2732;
@400000005e7db2801aff7f64 #d,-,18,2465,2342,1147,581,3,182780,11332,2465,2344,1150,2465,2342,1146,90,100,0,500,2732;
@400000005e7db2821b0d473d #d,-,18,2465,2343,1149,582,3,182773,11331,2465,2343,1151,2465,2342,1146,90,100,0,500,2734;
@400000005e7db2821b165ae4 #d,-,18,2465,2342,1147,582,3,182766,11331,2465,2345,1152,2465,2342,1143,90,100,0,500,2734;
@400000005e7db2841b23fba0 #d,-,18,2465,2339,1290,583,3,182768,11331,2465,2342,1290,2465,2339,1144,90,100,0,500,2732;
@400000005e7db2841b2dcb66 #d,-,18,2709,2341,1330,584,3,182819,11334,2709,2341,1363,2465,2339,1245,92,100,0,500,2917;
@400000005e7db2861b3c9805 #d,-,18,2964,2342,1335,585,3,182855,11337,2964,2342,1342,2709,2341,1330,93,100,0,500,3178;
@400000005e7db2861b45a527 #d,-,18,2962,2340,1278,585,3,182865,11337,2964,2342,1339,2962,2339,1278,93,100,0,500,3173;
@400000005e7db2881b542744 #d,-,18,2765,2342,1179,586,3,182865,11337,2962,2342,1278,2765,2340,1146,90,100,0,500,3040;
@400000005e7db2881b5d7df8 #d,-,18,2527,2343,1205,587,3,182870,11337,2765,2344,1229,2527,2342,1170,90,100,0,500,2782;
@400000005e7db28a1b6c343d #d,-,18,2645,2342,1212,588,3,182878,11338,2645,2344,1218,2527,2341,1203,91,100,0,500,2884;
@400000005e7db28a1b758af2 #d,-,18,2644,2343,1211,588,3,182886,11338,2645,2343,1214,2644,2342,1207,91,100,0,500,2886;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
