@400000005e5e06ef1ed98db7 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e5e06f00d371663 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e5e07ac1d821b47 #d,-,18,2497,2392,1139,200,1,277133,17182,2498,2394,1142,2497,2392,1136,90,100,0,499,2772;
@400000005e5e07ae1d928eb8 #d,-,18,2496,2392,1141,201,1,276611,17149,2497,2394,1141,2496,2391,1135,90,100,0,499,2770;
@400000005e5e07ae1d9c278c #d,-,18,2495,2390,1141,201,1,276094,17117,2496,2394,1141,2495,2390,1137,89,100,0,499,2775;
@400000005e5e07b01dac9655 #d,-,18,2494,2393,1135,202,1,275580,17085,2495,2394,1142,2494,2390,1133,89,100,0,499,2772;
@400000005e5e07b01db60452 #d,-,18,2492,2394,1133,203,1,275066,17054,2494,2394,1135,2492,2392,1128,90,100,0,499,2763;
@400000005e5e07b21dc5acbb #d,-,18,2490,2395,1134,203,1,274562,17022,2492,2395,1136,2490,2392,1133,90,100,0,499,2761;
@400000005e5e07b21dcf7c82 #d,-,18,2488,2395,1134,204,1,274060,16991,2490,2395,1136,2488,2393,1133,90,100,0,499,2763;
@400000005e5e07b41de050cf #d,-,18,2486,2396,1130,205,1,273703,16969,2488,2396,1134,2486,2392,1130,89,100,0,500,2763;
@400000005e5e07b41de9d9ce #d,-,18,2483,2395,1130,205,1,273067,16930,2486,2396,1130,2483,2393,1128,90,100,0,500,2753;
@400000005e5e07b61dfa54b2 #d,-,18,2481,2395,1132,206,1,272578,16899,2483,2395,1133,2481,2392,1128,90,100,0,500,2753;
@400000005e5e07b61e03b3c8 #d,-,18,2479,2394,1130,207,1,272093,16869,2481,2395,1132,2479,2393,1127,90,100,0,500,2753;
@400000005e5e07b81e133426 #d,-,18,2477,2393,1131,207,1,271614,16840,2479,2395,1132,2477,2393,1127,89,100,0,500,2753;
@400000005e5e07b81e1d0f1a #d,-,18,2475,2393,1128,208,1,271138,16810,2477,2395,1133,2475,2392,1125,89,100,0,500,2753;
@400000005e5e07ba1e2cb783 #d,-,18,2473,2394,1127,209,1,270667,16781,2475,2395,1132,2473,2393,1126,89,100,0,500,2751;
@400000005e5e07ba1e3657cb #d,-,18,2472,2394,1130,209,1,270201,16752,2473,2395,1133,2472,2393,1126,89,100,0,500,2751;
@400000005e5e07bc1e469449 #d,-,18,2471,2395,1131,210,1,269740,16723,2472,2395,1133,2471,2393,1127,89,100,0,500,2753;
@400000005e5e07bc1e50121b #d,-,18,2470,2394,1128,211,1,269280,16695,2471,2395,1131,2470,2393,1123,89,100,0,500,2751;
@400000005e5e07be1e5fc96b #d,-,18,2468,2394,1126,212,1,268824,16667,2470,2395,1128,2468,2392,1122,89,100,0,500,2744;
@400000005e5e07be1e69dffa #d,-,18,2465,2393,1124,212,1,268503,16647,2468,2394,1128,2465,2392,1124,89,100,0,500,2742;
@400000005e5e07c01e7a0441 #d,-,18,2464,2393,1126,213,1,267926,16611,2465,2395,1131,2464,2393,1124,89,100,0,500,2744;
@400000005e5e07c01e83a577 #d,-,18,2463,2394,1124,214,1,267485,16584,2464,2395,1130,2463,2393,1123,89,100,0,500,2746;
@400000005e5e07c21e942b88 #d,-,18,2462,2394,1124,214,1,267046,16556,2463,2396,1129,2462,2393,1122,89,100,0,500,2744;
@400000005e5e07c21e9e1298 #d,-,18,2460,2396,1123,215,1,266609,16529,2462,2397,1125,2460,2394,1118,89,100,0,500,2739;
@400000005e5e07c41eaded4c #d,-,18,2458,2395,1124,216,1,266177,16502,2460,2397,1126,2458,2394,1120,89,100,0,500,2734;
@400000005e5e07c41eb77739 #d,-,18,2457,2397,1123,216,1,265748,16476,2458,2398,1125,2457,2395,1120,89,100,0,500,2739;
@400000005e5e07c61ec787f2 #d,-,18,2455,2397,1121,217,1,265323,16450,2457,2397,1126,2455,2394,1120,89,100,0,500,2739;
@400000005e5e07c61ed19265 #d,-,18,2454,2396,1124,218,1,264901,16423,2455,2397,1125,2454,2395,1119,89,100,0,500,2734;
@400000005e5e07c81edff20d #d,-,18,2452,2397,1118,218,1,264484,16398,2454,2397,1125,2452,2394,1118,89,100,0,500,2737;
@400000005e5e07c81ee86672 #d,-,18,2819,2395,1616,219,1,264521,16400,2819,2397,1668,2452,2393,1118,94,100,0,500,2969;
@400000005e5e07ca1efa8af3 #d,-,18,3449,2397,1225,220,1,264284,16385,3449,2397,1617,2819,2394,1155,92,100,0,500,3723;
@400000005e5e07ca1f059ed4 #d,-,18,3579,2393,2094,221,1,264518,16400,3579,2397,2293,3449,2391,1225,94,100,0,500,3806;
@400000005e5e07cc1f15c7c3 #d,-,18,4757,2393,1884,223,1,264841,16420,4757,2394,2101,3579,2391,1884,95,100,0,500,5003;
@400000005e5e07cc1f205676 #d,-,18,4529,2393,1911,224,1,265087,16435,4757,2394,1933,4529,2391,1862,95,100,0,500,4732;
@400000005e5e07ce1f325793 #d,-,18,4361,2392,1880,225,1,265312,16449,4529,2393,1952,4361,2390,1781,96,100,0,500,4540;
@400000005e5e07ce1f3d9af3 #d,-,18,4453,2392,1900,226,1,265671,16471,4453,2392,1915,4361,2389,1880,96,100,0,500,4602;
@400000005e5e07d01f50ffd5 #d,-,18,4449,2391,1897,228,1,265789,16478,4453,2392,1913,4449,2389,1890,97,100,0,500,4585;
@400000005e5e07d01f5ccb2e #d,-,18,4447,2390,1898,229,1,266023,16493,4449,2391,1921,4447,2388,1886,96,100,0,500,4595;
@400000005e5e07d21f70d3f9 #d,-,18,4445,2390,1898,230,1,266261,16508,4447,2390,1923,4445,2389,1889,96,100,0,500,4600;
@400000005e5e07d21f7c8809 #d,-,18,4445,2390,1903,231,1,266614,16530,4445,2391,1928,4445,2390,1893,96,100,0,500,4600;
@400000005e5e07d41f8e6209 #d,-,18,4445,2392,1960,233,1,266849,16544,4445,2394,1960,4445,2390,1852,96,100,0,500,4616;
@400000005e5e07d41f992c57 #d,-,18,4445,2394,1888,234,1,266964,16551,4445,2396,1975,4445,2392,1875,96,100,0,500,4609;
@400000005e5e07d61fab4d1f #d,-,18,4446,2396,1909,235,1,267197,16566,4446,2396,1916,4445,2393,1886,96,100,0,500,4616;
@400000005e5e07d61fb68f90 #d,-,18,4447,2394,1909,236,1,267429,16580,4447,2396,1917,4446,2394,1898,96,100,0,500,4614;
@400000005e5e07d81fc9446c #d,-,18,4450,2393,1924,238,1,267664,16595,4450,2396,1924,4447,2393,1908,96,100,0,500,4630;
@400000005e5e07d81fd44966 #d,-,18,4453,2396,1913,239,1,267900,16609,4453,2396,1926,4450,2393,1913,95,100,0,500,4642;
@400000005e5e07da1fe688ea #d,-,18,4458,2395,1924,240,1,268135,16624,4458,2396,1927,4453,2394,1913,95,100,0,500,4647;
@400000005e5e07da1ff15e64 #d,-,18,4461,2396,1917,241,1,268482,16645,4461,2397,1927,4458,2394,1913,96,100,0,500,4645;
@400000005e5e07dc20043a5e #d,-,18,4466,2393,1927,242,1,268716,16660,4466,2396,1931,4461,2392,1914,95,100,0,500,4657;
@400000005e5e07dc200f55b2 #d,-,18,4469,2393,1921,244,1,268831,16667,4469,2395,1927,4466,2393,1918,96,100,0,500,4652;
@400000005e5e07de201fa5bf #d,-,18,4471,2394,1924,245,1,269058,16681,4471,2394,1927,4469,2393,1916,96,100,0,500,4652;
@400000005e5e07de202c1d64 #d,-,18,4474,2393,1921,246,1,269284,16695,4474,2394,1927,4471,2392,1914,96,100,0,500,4649;
@400000005e5e07e0203de3d5 #d,-,18,4476,2393,1924,247,1,269509,16709,4476,2395,1931,4474,2392,1917,96,100,0,500,4652;
@400000005e5e07e020489a94 #d,-,18,4478,2391,1927,249,1,269731,16723,4478,2394,1927,4476,2391,1913,96,100,0,500,4652;
@400000005e5e07e22059a98c #d,-,18,4479,2393,1929,250,1,269953,16737,4479,2393,1933,4478,2391,1919,96,100,0,500,4652;
@400000005e5e07e220644bce #d,-,18,4483,2392,1931,251,1,270178,16751,4483,2393,1938,4479,2390,1923,96,100,0,500,4664;
@400000005e5e07e42075c138 #d,-,18,4486,2393,1933,252,1,270401,16764,4486,2393,1937,4483,2391,1924,96,100,0,500,4671;
@400000005e5e07e420807ac2 #d,-,18,4489,2394,1923,254,1,270619,16778,4489,2394,1934,4486,2391,1919,96,100,0,500,4666;
@400000005e5e07e620926cf9 #d,-,18,4491,2393,1932,255,1,270837,16791,4491,2394,1934,4489,2391,1922,96,100,0,500,4666;
@400000005e5e07e6209d7d20 #d,-,18,4493,2393,1924,256,1,271162,16812,4493,2393,1933,4491,2392,1922,96,100,0,500,4664;
@400000005e5e07e820ae885f #d,-,18,4495,2391,1938,257,1,271270,16818,4495,2394,1940,4493,2391,1924,96,100,0,500,4666;
@400000005e5e07e820b91acc #d,-,18,4498,2393,1927,259,1,271486,16832,4498,2395,1950,4495,2391,1923,96,100,0,500,4678;
@400000005e5e07ea20ca0b09 #d,-,18,4501,2393,1942,260,1,271703,16845,4501,2395,1948,4498,2392,1922,96,100,0,500,4683;
@400000005e5e07ea20d4b1f2 #d,-,18,4503,2393,1927,261,1,271915,16858,4503,2395,1952,4501,2392,1914,96,100,0,500,4676;
@400000005e5e07ec20e5b889 #d,-,18,4506,2395,1930,263,1,272126,16871,4506,2396,1943,4503,2392,1925,96,100,0,500,4678;
@400000005e5e07ec20f0adae #d,-,18,4507,2396,1934,264,1,272443,16891,4507,2397,1935,4506,2395,1926,96,100,0,500,4673;
@400000005e5e07ee21025563 #d,-,18,4508,2396,1933,265,1,272649,16904,4508,2396,1934,4507,2393,1924,96,100,0,500,4676;
@400000005e5e07ee210cc55a #d,-,18,4509,2395,1930,266,1,272745,16910,4509,2397,1935,4508,2395,1923,96,100,0,500,4676;
@400000005e5e07f0211d3069 #d,-,18,4510,2397,1933,268,1,272949,16922,4510,2397,1936,4509,2394,1925,96,100,0,500,4673;
@400000005e5e07f021285f4c #d,-,18,4510,2399,1928,269,1,273150,16935,4510,2399,1935,4510,2395,1924,96,100,0,500,4673;
@400000005e5e07f22139286b #d,-,18,4512,2397,1940,270,1,273356,16948,4512,2399,1941,4510,2397,1927,96,100,0,500,4683;
@400000005e5e07f22143bf80 #d,-,18,4514,2399,1931,271,1,273558,16960,4514,2399,1940,4512,2397,1931,96,100,0,500,4692;
@400000005e5e07f42154cabf #d,-,18,4516,2395,1939,273,1,273759,16973,4516,2399,1946,4514,2390,1931,96,100,0,500,4690;
@400000005e5e07f4215f51fe #d,-,18,4518,2396,1934,274,1,274064,16991,4518,2396,1944,4516,2394,1928,96,100,0,500,4690;
@400000005e5e07f6217070cc #d,-,18,4519,2395,1935,275,1,274156,16997,4519,2396,1942,4518,2393,1932,96,100,0,500,4692;
@400000005e5e07f6217b3de5 #d,-,18,4520,2396,1939,276,1,274353,17009,4520,2396,1942,4519,2394,1930,96,100,0,500,4687;
@400000005e5e07f8218d8210 #d,-,18,4522,2394,1935,278,1,274548,17021,4522,2396,1941,4520,2393,1933,96,100,0,500,4692;
@400000005e5e07f82198ff2e #d,-,18,4523,2393,1941,279,1,274742,17034,4523,2395,1941,4522,2393,1934,96,100,0,500,4690;
@400000005e5e07fa21ab3be7 #d,-,18,4524,2395,1933,280,1,274935,17045,4524,2395,1945,4523,2393,1933,96,100,0,500,4694;
@400000005e5e07fa21b6301d #d,-,18,4525,2393,1942,281,1,275126,17057,4525,2395,1942,4524,2393,1933,96,100,0,500,4690;
@400000005e5e07fc21c742cf #d,-,18,4526,2393,1936,283,1,275316,17069,4526,2395,1945,4525,2393,1931,96,100,0,500,4692;
@400000005e5e07fc21d1bee2 #d,-,18,4527,2391,1944,284,1,275505,17081,4527,2394,1946,4526,2391,1933,96,100,0,500,4694;
@400000005e5e07fe21e30887 #d,-,18,4528,2395,1941,285,1,275693,17092,4528,2395,1947,4527,2391,1934,96,100,0,500,4692;
@400000005e5e07fe21ee1c67 #d,-,18,4529,2396,1939,286,1,275878,17104,4529,2396,1946,4528,2393,1937,96,100,0,500,4697;
@400000005e5e0800220009f6 #d,-,18,4530,2395,1936,288,1,276064,17116,4530,2397,1949,4529,2395,1934,96,100,0,500,4697;
@400000005e5e0800220adbb7 #d,-,18,4531,2395,1943,289,1,276249,17127,4531,2397,1946,4530,2395,1933,96,100,0,500,4702;
@400000005e5e0802221c9341 #d,-,18,4531,2397,1938,290,1,276431,17138,4531,2398,1945,4531,2395,1934,96,100,0,500,4697;
@400000005e5e080222276c76 #d,-,18,4532,2396,1945,291,1,276613,17150,4532,2397,1945,4531,2395,1936,96,100,0,500,4699;
@400000005e5e08042238e4ac #d,-,18,4533,2394,1934,293,1,276893,17167,4533,2397,1946,4532,2394,1934,96,100,0,500,4699;
@400000005e5e08042243b2b3 #d,-,18,4533,2396,1941,294,1,276971,17172,4533,2397,1945,4533,2394,1933,96,100,0,500,4699;
@400000005e5e080622554a93 #d,-,18,4534,2396,1938,295,1,277148,17183,4534,2396,1947,4533,2394,1934,96,100,0,500,4697;
@400000005e5e08062260339c #d,-,18,4534,2394,1940,297,1,277326,17194,4534,2396,1946,4534,2394,1933,96,100,0,500,4702;
@400000005e5e08082271a45f #d,-,18,4534,2394,1938,298,1,277499,17204,4534,2396,1945,4534,2393,1934,96,100,0,500,4694;
@400000005e5e0808227d217d #d,-,18,4535,2395,1938,299,1,277673,17215,4535,2397,1945,4534,2394,1933,96,100,0,500,4697;
@400000005e5e080a228f4245 #d,-,18,4535,2397,1941,300,1,277845,17226,4535,2397,1945,4535,2394,1931,96,100,0,500,4694;
@400000005e5e080a229a526c #d,-,18,4535,2396,1932,301,1,278017,17237,4535,2397,1945,4535,2394,1932,96,100,0,500,4697;
@400000005e5e080c22acade0 #d,-,18,4535,2397,1941,303,1,278186,17247,4535,2397,1945,4535,2394,1929,96,100,0,500,4692;
@400000005e5e080c22b77fa1 #d,-,18,4535,2395,1934,304,1,278355,17258,4535,2398,1943,4535,2395,1933,96,100,0,500,4694;
@400000005e5e080e22c8e448 #d,-,18,4535,2396,1939,305,1,278522,17268,4535,2398,1944,4535,2395,1931,96,100,0,500,4694;
@400000005e5e080e22d3cd51 #d,-,18,4535,2398,1934,306,1,278688,17278,4535,2398,1943,4535,2396,1930,96,100,0,500,4692;
@400000005e5e081022e5f1d3 #d,-,18,4535,2396,1939,308,1,278950,17294,4535,2398,1944,4535,2395,1929,96,100,0,500,4694;
@400000005e5e081022f1096d #d,-,18,4535,2394,1936,309,1,279016,17299,4535,2397,1946,4535,2394,1930,96,100,0,500,4692;
@400000005e5e08122303a347 #d,-,18,4535,2396,1942,310,1,279276,17315,4535,2396,1944,4535,2394,1930,96,100,0,500,4694;
@400000005e5e0812230f539e #d,-,18,4535,2395,1936,311,1,279340,17319,4535,2397,1946,4535,2395,1931,96,100,0,500,4692;
@400000005e5e08142321781f #d,-,18,4535,2397,1943,313,1,279500,17329,4535,2398,1944,4535,2395,1930,96,100,0,500,4694;
@400000005e5e0814232c70fe #d,-,18,4535,2396,1932,314,1,279658,17338,4535,2398,1945,4535,2396,1928,96,100,0,500,4690;
@400000005e5e0816233e2ffc #d,-,18,4535,2396,1948,315,1,279817,17348,4535,2398,1948,4535,2396,1930,96,100,0,500,4694;
@400000005e5e081623491cbf #d,-,18,4535,2395,1932,316,1,279973,17358,4535,2396,1948,4535,2394,1931,96,100,0,500,4694;
@400000005e5e0818235b11c1 #d,-,18,4535,2397,1946,318,1,280131,17368,4535,2397,1949,4535,2395,1928,96,100,0,500,4694;
@400000005e5e081823662a49 #d,-,18,4534,2395,1933,319,1,280379,17383,4535,2397,1946,4534,2394,1929,96,100,0,500,4690;
@400000005e5e081a2377d5b8 #d,-,18,4535,2393,1945,320,1,280534,17393,4535,2396,1949,4534,2393,1933,96,100,0,500,4697;
@400000005e5e081a2382d9c4 #d,-,18,4535,2395,1934,322,1,280686,17402,4535,2395,1948,4535,2393,1929,96,100,0,500,4690;
@400000005e5e081c23953cab #d,-,18,4535,2393,1941,323,2,280744,17406,4535,2395,1948,4535,2393,1932,96,100,0,500,4697;
@400000005e5e081c23a05ca7 #d,-,18,4535,2393,1935,324,2,280895,17415,4535,2395,1946,4535,2393,1933,96,100,0,500,4690;
@400000005e5e081e23b2f682 #d,-,18,4536,2394,1953,325,2,281050,17425,4536,2394,1959,4535,2392,1934,96,100,0,500,4699;
@400000005e5e081e23be73a0 #d,-,18,4539,2392,1941,327,2,281203,17434,4539,2395,1953,4536,2392,1941,96,100,0,500,4718;
@400000005e5e082023d11d4f #d,-,18,4541,2393,1948,328,2,281356,17444,4541,2394,1958,4539,2392,1940,96,100,0,500,4711;
@400000005e5e082023dc01b0 #d,-,18,4542,2393,1941,329,2,281598,17459,4542,2394,1953,4541,2392,1941,96,100,0,500,4709;
@400000005e5e082223edc0ae #d,-,18,4543,2393,1950,330,2,281748,17468,4543,2393,1957,4542,2391,1940,96,100,0,500,4713;
@400000005e5e082223f8ad71 #d,-,18,4544,2392,1944,332,2,281803,17471,4544,2394,1956,4543,2392,1941,96,100,0,500,4709;
@400000005e5e0824240a7c44 #d,-,18,4545,2392,1948,333,2,281952,17481,4545,2394,1957,4544,2392,1942,96,100,0,500,4713;
@400000005e5e082424155dda #d,-,18,4545,2391,1944,334,2,282097,17490,4545,2394,1955,4545,2391,1938,96,100,0,500,4709;
@400000005e5e0826242710bc #d,-,18,4546,2391,1944,335,2,282243,17499,4546,2393,1959,4545,2391,1939,96,100,0,500,4711;
@400000005e5e0826243220e3 #d,-,18,4546,2392,1951,337,2,282479,17513,4546,2393,1958,4546,2391,1940,96,100,0,500,4706;
@400000005e5e08282443b8c3 #d,-,18,4546,2391,1941,338,2,282531,17516,4546,2393,1956,4546,2390,1941,96,100,0,500,4711;
@400000005e5e0828244ed8bf #d,-,18,4547,2393,1953,339,2,282673,17525,4547,2394,1955,4546,2391,1936,96,100,0,500,4709;
@400000005e5e082a2460ab4c #d,-,18,4547,2394,1936,340,2,282815,17534,4547,2394,1959,4547,2391,1936,96,100,0,500,4706;
@400000005e5e082a246bc6a0 #d,-,18,4548,2396,1950,342,2,282956,17543,4548,2396,1953,4547,2392,1934,96,100,0,500,4711;
@400000005e5e082c247ee5a8 #d,-,18,4547,2397,1933,343,2,283184,17557,4548,2397,1953,4547,2394,1933,96,100,0,500,4706;
@400000005e5e082c248843d0 #d,-,18,4548,2397,1949,344,2,283323,17566,4548,2397,1953,4547,2395,1933,96,100,0,500,4706;
@400000005e5e082e249937c6 #d,-,18,4547,2395,1938,346,2,283371,17569,4548,2398,1952,4547,2395,1934,96,100,0,500,4706;
@400000005e5e082e24a32eab #d,-,18,4548,2397,1947,347,2,283508,17577,4548,2397,1951,4547,2395,1936,96,100,0,500,4709;
@400000005e5e083024b52fc8 #d,-,18,4547,2396,1940,348,2,283644,17585,4548,2397,1954,4547,2395,1935,96,100,0,500,4704;
@400000005e5e083024bfaaec #d,-,18,4548,2395,1949,349,2,283780,17594,4548,2397,1952,4547,2395,1936,96,100,0,500,4709;
@400000005e5e083224d0fcf3 #d,-,18,4547,2395,1939,351,2,283914,17602,4548,2397,1954,4547,2395,1935,96,100,0,500,4706;
@400000005e5e083224dbe5fc #d,-,18,4548,2394,1953,352,2,284137,17616,4548,2397,1953,4547,2394,1937,96,100,0,500,4711;
@400000005e5e083424ecc2ab #d,-,18,4548,2395,1938,353,2,284181,17619,4548,2397,1954,4548,2394,1935,96,100,0,500,4709;
@400000005e5e083424f79f98 #d,-,18,4549,2396,1948,354,2,284315,17627,4549,2398,1950,4548,2394,1937,96,100,0,500,4711;
@400000005e5e08362508b6f3 #d,-,18,4549,2398,1936,356,2,284446,17635,4549,2399,1952,4549,2396,1932,96,100,0,500,4709;
@400000005e5e083625139f0e #d,-,18,4550,2396,1947,357,2,284578,17643,4550,2399,1953,4549,2396,1936,96,100,0,500,4713;
@400000005e5e08382524f115 #d,-,18,4549,2398,1944,358,2,284795,17657,4550,2399,1950,4549,2396,1935,96,100,0,500,4709;
@400000005e5e0838252f7fc7 #d,-,18,4550,2398,1947,359,2,284837,17659,4550,2398,1954,4549,2396,1935,96,100,0,500,4713;
@400000005e5e083a2540e917 #d,-,18,4550,2397,1942,361,2,284965,17667,4550,2398,1949,4550,2396,1936,96,100,0,500,4706;
@400000005e5e083a254bab02 #d,-,18,4550,2397,1941,362,2,285093,17675,4550,2398,1956,4550,2395,1938,96,100,0,500,4713;
@400000005e5e083c255d180b #d,-,18,4549,2396,1940,363,2,285220,17683,4550,2398,1954,4549,2396,1937,96,100,0,500,4706;
@400000005e5e083c2567ddb1 #d,-,18,4550,2397,1942,364,2,285345,17691,4550,2399,1951,4549,2396,1936,96,100,0,500,4713;
@400000005e5e083e2579d75b #d,-,18,4549,2396,1938,366,2,285555,17704,4550,2399,1950,4549,2396,1933,96,100,0,500,4709;
@400000005e5e083e2584c7d8 #d,-,18,4549,2399,1939,367,2,285679,17712,4549,2399,1951,4549,2396,1937,96,100,0,500,4709;
@400000005e5e084025970490 #d,-,18,4549,2397,1934,368,2,285716,17714,4549,2399,1952,4549,2397,1933,96,100,0,500,4706;
@400000005e5e084025a22757 #d,-,18,4549,2397,1946,370,2,285840,17722,4549,2399,1952,4549,2397,1934,96,100,0,500,4711;
@400000005e5e084225b371eb #d,-,18,4549,2399,1934,371,2,285960,17729,4549,2400,1950,4549,2397,1933,96,100,0,500,4706;
@400000005e5e084225be4b1f #d,-,18,4548,2398,1941,372,2,286082,17737,4549,2399,1953,4548,2397,1934,96,100,0,500,4709;
@400000005e5e084425d6300c #d,-,18,4549,2398,1934,373,2,286202,17744,4549,2400,1947,4548,2398,1930,96,100,0,500,4704;
@400000005e5e084425e36a56 #d,-,18,4549,2400,1940,375,2,286323,17752,4549,2400,1950,4549,2398,1934,96,100,0,500,4709;
@400000005e5e084625f2c485 #d,-,18,4549,2399,1722,376,2,286499,17762,4549,2400,1961,4549,2398,1722,96,100,0,500,4709;
@400000005e5e084625fc22ad #d,-,18,3948,2402,1169,377,2,286217,17745,4549,2404,1722,3948,2398,1107,93,100,0,500,4244;
@400000005e5e0848260bb2df #d,-,18,2671,2404,1172,377,2,285928,17727,3948,2404,1219,2671,2402,1159,88,100,0,500,3009;
@400000005e5e084826155415 #d,-,18,2591,2403,1173,378,2,285637,17709,2671,2405,1177,2591,2403,1168,90,100,0,500,2862;
@400000005e5e084a26259bc0 #d,-,18,2590,2402,1167,379,2,285345,17691,2591,2404,1174,2590,2401,1166,90,100,0,500,2865;
@400000005e5e084a262f2d21 #d,-,18,2588,2402,1156,380,2,285050,17673,2590,2403,1170,2588,2401,1153,90,100,0,500,2853;
@400000005e5e084c263fb421 #d,-,18,2583,2403,1157,380,2,284755,17654,2588,2403,1161,2583,2401,1155,91,100,0,500,2834;
@400000005e5e084c2649493b #d,-,18,2578,2400,1159,381,2,284461,17636,2583,2403,1160,2578,2400,1154,91,100,0,500,2827;
@400000005e5e084e26593b38 #d,-,18,2574,2400,1152,382,2,284167,17618,2578,2402,1160,2574,2400,1150,91,100,0,500,2825;
@400000005e5e084e26638411 #d,-,18,2569,2402,1156,382,2,283955,17605,2574,2402,1157,2569,2400,1150,91,100,0,500,2817;
@400000005e5e0850267394ca #d,-,18,2564,2399,1152,383,2,283583,17582,2569,2402,1157,2564,2399,1150,91,100,0,500,2815;
@400000005e5e0850267d0b28 #d,-,18,2560,2402,1152,384,2,283294,17564,2564,2402,1157,2560,2399,1152,90,100,0,500,2820;
@400000005e5e0852268d7dab #d,-,18,2557,2400,1149,384,2,283003,17546,2560,2402,1155,2557,2399,1146,90,100,0,500,2815;
@400000005e5e08522696e07b #d,-,18,2552,2402,1143,385,2,282713,17528,2557,2402,1150,2552,2399,1141,91,100,0,500,2803;
@400000005e5e085426a63601 #d,-,18,2545,2401,1146,386,2,282422,17510,2552,2402,1146,2545,2400,1137,91,100,0,500,2789;
@400000005e5e085426afa7b8 #d,-,18,2541,2402,1142,387,2,282134,17492,2545,2402,1147,2541,2400,1139,91,100,0,500,2791;
@400000005e5e085626bf7eb2 #d,-,18,2536,2402,1142,387,2,281847,17474,2541,2402,1148,2536,2402,1140,90,100,0,500,2794;
@400000005e5e085626c903f8 #d,-,18,2533,2401,1138,388,2,281561,17456,2536,2402,1146,2533,2400,1137,90,100,0,500,2791;
@400000005e5e085826d920cc #d,-,18,2527,2402,1136,389,2,281273,17438,2533,2402,1141,2527,2400,1134,90,100,0,500,2782;
@400000005e5e085826e29371 #d,-,18,2523,2401,1138,389,2,280988,17421,2527,2402,1141,2523,2401,1133,90,100,0,500,2777;
@400000005e5e085a26f21fea #d,-,18,2518,2400,1131,390,2,280779,17408,2523,2402,1138,2518,2400,1130,90,100,0,500,2772;
@400000005e5e085a26fc1e41 #d,-,18,2513,2403,1134,391,2,280418,17385,2518,2403,1137,2513,2400,1129,90,100,0,500,2765;
@400000005e5e085c270cb7e1 #d,-,18,2508,2402,1126,391,2,280211,17373,2513,2404,1134,2508,2402,1126,90,100,0,500,2768;
@400000005e5e085c27164cfc #d,-,18,2503,2402,1129,392,2,279927,17355,2508,2403,1131,2503,2401,1125,90,100,0,500,2758;
@400000005e5e085e2726b80b #d,-,18,2499,2404,1132,393,2,279569,17333,2503,2404,1132,2499,2401,1128,90,100,0,500,2761;
@400000005e5e085e27303e3f #d,-,18,2496,2403,1129,393,2,279290,17315,2499,2404,1133,2496,2402,1129,90,100,0,500,2763;
@400000005e5e0860273fe974 #d,-,18,2493,2405,1130,394,2,279011,17298,2496,2405,1134,2493,2403,1128,90,100,0,500,2765;
@400000005e5e0860274a174b #d,-,18,2489,2404,1126,395,2,278733,17281,2493,2405,1130,2489,2404,1124,90,100,0,500,2761;
@400000005e5e0862275ab4a4 #d,-,18,2486,2403,1128,395,2,278457,17264,2489,2404,1131,2486,2402,1126,90,100,0,500,2758;
@400000005e5e0862276465b0 #d,-,18,2484,2403,1131,396,2,278183,17247,2486,2403,1131,2484,2401,1127,89,100,0,500,2761;
@400000005e5e0864277512de #d,-,18,2482,2404,1128,397,2,277910,17230,2484,2405,1131,2482,2403,1127,89,100,0,500,2761;
@400000005e5e0864277eabb3 #d,-,18,2480,2404,1131,398,2,277638,17213,2482,2404,1133,2480,2403,1126,89,100,0,500,2761;
@400000005e5e0866278f7c45 #d,-,18,2478,2403,1127,398,2,277368,17196,2480,2405,1131,2478,2403,1126,89,100,0,500,2758;
@400000005e5e086627990633 #d,-,18,2476,2404,1130,399,2,277099,17180,2478,2404,1132,2476,2402,1124,89,100,0,500,2761;
@400000005e5e086827a8fbe9 #d,-,18,2474,2401,1125,400,2,276831,17163,2476,2404,1130,2474,2401,1124,89,100,0,500,2756;
@400000005e5e086827b31da5 #d,-,18,2473,2403,1124,400,2,276638,17151,2474,2403,1131,2473,2401,1123,89,100,0,500,2756;
@400000005e5e086a27c3b38b #d,-,18,2472,2401,1121,401,2,276297,17130,2473,2404,1126,2472,2401,1120,89,100,0,500,2751;
@400000005e5e086a27cd4132 #d,-,18,2469,2402,1121,401,2,276031,17113,2472,2403,1124,2469,2400,1119,90,100,0,500,2742;
@400000005e5e086c27dde334 #d,-,18,2466,2401,1124,402,2,275766,17097,2469,2402,1125,2466,2400,1119,89,100,0,500,2742;
@400000005e5e086c27e76106 #d,-,18,2464,2400,1119,403,2,275502,17081,2466,2403,1124,2464,2400,1119,89,100,0,500,2742;
@400000005e5e086e27f756bc #d,-,18,2462,2402,1124,403,2,275241,17064,2464,2402,1125,2462,2399,1118,89,100,0,500,2742;
@400000005e5e086e28013dcc #d,-,18,2461,2400,1123,404,2,274980,17048,2462,2402,1124,2461,2400,1120,89,100,0,500,2742;
