@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e14369d141bfea2 #d,-,18,2922,2366,1242,2283,14,207187,12845,2923,2366,1244,2922,2364,1241,99,100,0,499,2949;
@400000005e14369f14298727 #d,-,18,2922,2365,1243,2284,14,207188,12845,2922,2367,1244,2922,2364,1241,99,100,0,499,2951;
@400000005e14369f1434bab2 #d,-,18,2921,2365,1261,2285,14,207196,12846,2922,2365,1271,2921,2363,1242,98,100,0,499,2951;
@400000005e1436a11446142c #d,-,18,2924,2364,1243,2286,14,207190,12845,2924,2365,1261,2921,2362,1236,98,100,0,499,2975;
@400000005e1436a11450b2b4 #d,-,18,2923,2365,1243,2286,14,207191,12845,2924,2365,1245,2923,2362,1242,99,100,0,499,2951;
@400000005e1436a314618f62 #d,-,18,2923,2365,1242,2287,14,207191,12845,2923,2365,1244,2923,2362,1242,99,100,0,499,2951;
@400000005e1436a3146c1e15 #d,-,18,2922,2366,1243,2288,14,207192,12845,2923,2366,1243,2922,2363,1241,99,100,0,499,2949;
@400000005e1436a5147d5072 #d,-,18,2922,2366,1272,2289,14,207201,12846,2922,2367,1276,2922,2365,1240,99,100,0,499,2951;
@400000005e1436a51487b53c #d,-,18,2925,2366,1241,2290,14,207201,12846,2925,2367,1272,2922,2364,1235,98,100,0,499,2979;
@400000005e1436a71499312b #d,-,18,2924,2364,1243,2291,14,207195,12846,2925,2366,1245,2924,2362,1241,99,100,0,499,2949;
@400000005e1436a714a3b86b #d,-,18,2923,2365,1241,2291,14,207195,12846,2924,2365,1244,2923,2363,1241,99,100,0,499,2949;
@400000005e1436a914b2fb51 #d,-,18,2922,2361,1243,2292,14,207196,12846,2923,2365,1245,2922,2361,1241,99,100,0,499,2949;
@400000005e1436a914be1f06 #d,-,18,2922,2362,1263,2293,14,207204,12846,2922,2364,1263,2922,2360,1242,99,100,0,499,2949;
@400000005e1436ab14cc8d95 #d,-,18,2923,2362,1246,2294,14,207205,12846,2923,2363,1263,2922,2359,1239,98,100,0,499,2967;
@400000005e1436ab14d724a9 #d,-,18,2922,2362,1242,2295,14,207199,12846,2923,2363,1246,2922,2361,1239,99,100,0,499,2949;
@400000005e1436ad14e5ced2 #d,-,18,2922,2363,1244,2295,14,207199,12846,2922,2365,1244,2922,2362,1242,99,100,0,499,2947;
@400000005e1436ad14f032ae #d,-,18,2921,2365,1243,2296,14,207200,12846,2922,2365,1244,2921,2362,1241,99,100,0,499,2949;
@400000005e1436af1500964a #d,-,18,2920,2366,1271,2297,14,207201,12846,2921,2366,1271,2920,2363,1241,99,100,0,499,2949;
@400000005e1436af150bc173 #d,-,18,2924,2365,1243,2298,14,207202,12846,2924,2366,1273,2920,2363,1235,98,100,0,499,2979;
@400000005e1436b1151a8f00 #d,-,18,2923,2364,1242,2299,14,207210,12847,2924,2367,1243,2923,2363,1241,99,100,0,499,2943;
@400000005e1436b115252d88 #d,-,18,2922,2366,1242,2299,14,207203,12846,2923,2366,1243,2922,2363,1242,99,100,0,499,2949;
@400000005e1436b31535655e #d,-,18,2921,2365,1243,2300,14,207204,12846,2922,2366,1243,2921,2364,1240,99,100,0,499,2947;
@400000005e1436b3153ff145 #d,-,18,2920,2365,1265,2301,14,207205,12846,2921,2365,1265,2920,2363,1239,99,100,0,499,2947;
@400000005e1436b51550d567 #d,-,18,2924,2366,1244,2302,14,207206,12846,2924,2366,1273,2920,2364,1233,98,100,0,499,2981;
@400000005e1436b5155b455e #d,-,18,2922,2366,1241,2303,14,207207,12846,2924,2366,1244,2922,2364,1241,99,100,0,499,2943;
@400000005e1436b71568e171 #d,-,18,2921,2364,1241,2303,14,207214,12847,2922,2366,1243,2921,2363,1240,99,100,0,499,2949;
@400000005e1436b71574288b #d,-,18,2921,2365,1240,2304,14,207208,12846,2921,2367,1242,2921,2364,1239,99,100,0,499,2949;
@400000005e1436b91584dd2d #d,-,18,2920,2366,1251,2305,14,207209,12846,2921,2367,1251,2920,2365,1240,99,100,0,499,2945;
@400000005e1436b9158f9032 #d,-,18,2924,2367,1240,2306,14,207210,12847,2924,2367,1273,2920,2365,1233,98,100,0,499,2977;
@400000005e1436bb159e900a #d,-,18,2922,2365,1243,2307,14,207210,12847,2924,2367,1243,2922,2364,1239,99,100,0,499,2945;
@400000005e1436bb15a8ff13 #d,-,18,2921,2363,1241,2307,14,207211,12847,2922,2365,1243,2921,2363,1240,99,100,0,499,2945;
@400000005e1436bd15b776f1 #d,-,18,2920,2363,1242,2308,14,207219,12847,2921,2366,1243,2920,2362,1241,99,100,0,499,2947;
@400000005e1436bd15c2b5a9 #d,-,18,2920,2364,1244,2309,14,207212,12847,2920,2366,1244,2920,2362,1240,99,100,0,499,2945;
@400000005e1436bf15d35b64 #d,-,18,2923,2365,1239,2310,14,207214,12847,2923,2366,1273,2920,2363,1234,98,100,0,499,2974;
@400000005e1436bf15de1135 #d,-,18,2922,2367,1241,2311,14,207214,12847,2923,2367,1243,2922,2364,1239,99,100,0,499,2949;
@400000005e1436c115ed408c #d,-,18,2921,2367,1239,2311,14,207215,12847,2922,2369,1242,2921,2366,1238,99,100,0,499,2947;
@400000005e1436c115f80278 #d,-,18,2920,2366,1239,2312,14,207216,12847,2921,2368,1242,2920,2366,1239,99,100,0,499,2947;
@400000005e1436c31606621f #d,-,18,2920,2369,1240,2313,14,207216,12847,2920,2369,1241,2920,2366,1238,99,100,0,499,2947;
@400000005e1436c31611081b #d,-,18,2922,2368,1234,2314,14,207225,12847,2922,2369,1271,2920,2365,1232,98,100,0,499,2967;
@400000005e1436c516212997 #d,-,18,2921,2366,1240,2315,14,207218,12847,2922,2368,1242,2921,2366,1234,98,100,0,499,2954;
@400000005e1436c5162be6da #d,-,18,2921,2366,1241,2315,14,207219,12847,2921,2368,1241,2921,2366,1231,99,100,0,499,2945;
@400000005e1436c7163bbdd5 #d,-,18,2919,2368,1240,2316,14,207219,12847,2921,2368,1242,2919,2366,1239,99,100,0,499,2942;
@400000005e1436c716464d76 #d,-,18,2918,2368,1240,2317,14,207220,12847,2919,2368,1240,2918,2366,1238,99,100,0,499,2945;
@400000005e1436c91656b023 #d,-,18,2920,2366,1234,2318,14,207228,12848,2920,2368,1271,2918,2366,1234,98,100,0,499,2958;
@400000005e1436c91661287c #d,-,18,2921,2364,1239,2319,14,207229,12848,2921,2367,1242,2920,2364,1234,98,100,0,499,2963;
@400000005e1436cb16725ad8 #d,-,18,2920,2368,1240,2320,14,207222,12847,2921,2368,1241,2920,2364,1239,99,100,0,499,2947;
@400000005e1436cb167cd9b6 #d,-,18,2919,2368,1241,2320,14,207223,12847,2920,2368,1241,2919,2366,1240,99,100,0,499,2947;
@400000005e1436cd168d35de #d,-,18,2919,2372,1239,2321,14,207223,12847,2919,2372,1242,2919,2366,1238,98,100,0,499,2949;
@400000005e1436cd16987850 #d,-,18,2920,2370,1234,2322,14,207225,12847,2920,2372,1269,2919,2370,1234,98,100,0,499,2952;
@400000005e1436cf16a70eea #d,-,18,2921,2370,1239,2323,14,207225,12848,2921,2372,1240,2920,2370,1231,98,100,0,499,2968;
@400000005e1436cf16b1b12c #d,-,18,2921,2371,1239,2324,14,207226,12848,2921,2372,1240,2921,2369,1236,99,100,0,499,2947;
@400000005e1436d116c2e389 #d,-,18,2920,2368,1241,2324,14,207234,12848,2921,2372,1242,2920,2364,1237,99,100,0,499,2947;
@400000005e1436d116cd732a #d,-,18,2919,2367,1241,2325,14,207227,12848,2920,2369,1241,2919,2366,1238,99,100,0,499,2945;
@400000005e1436d316ddd21d #d,-,18,2919,2369,1245,2326,14,207228,12848,2919,2369,1271,2919,2366,1237,99,100,0,499,2947;
@400000005e1436d316e897c3 #d,-,18,2921,2371,1238,2327,14,207229,12848,2921,2371,1245,2919,2367,1233,98,100,0,499,2974;
@400000005e1436d516f92da9 #d,-,18,2921,2369,1240,2328,14,207230,12848,2921,2371,1240,2921,2368,1237,99,100,0,499,2947;
@400000005e1436d517045518 #d,-,18,2920,2370,1241,2328,14,207230,12848,2921,2370,1241,2920,2368,1238,99,100,0,499,2947;
@400000005e1436d717152699 #d,-,18,2919,2371,1239,2329,14,207238,12848,2920,2371,1241,2919,2367,1238,99,100,0,499,2947;
@400000005e1436d7171fe023 #d,-,18,2919,2369,1256,2330,14,207239,12848,2919,2371,1271,2919,2368,1238,99,100,0,499,2947;
@400000005e1436d9172e5bbc #d,-,18,2922,2371,1239,2331,14,207233,12848,2922,2372,1256,2919,2369,1231,98,100,0,499,2974;
@400000005e1436d91738ee28 #d,-,18,2921,2369,1237,2332,14,207233,12848,2922,2371,1240,2921,2368,1236,99,100,0,499,2949;
@400000005e1436db174a1ccb #d,-,18,3015,2368,1524,2333,14,207246,12849,3015,2371,1560,2921,2367,1237,100,100,0,499,3015;
@400000005e1436db1754f5ff #d,-,18,3087,2372,1016,2333,14,207235,12848,3087,2372,1524,3015,2368,986,95,100,0,499,3242;
@400000005e1436dd1762a5a2 #d,-,18,2478,2370,1087,2334,14,207228,12848,3087,2372,1167,2478,2369,1008,99,100,0,499,2482;
@400000005e1436dd1769a75c #d,-,18,2645,2370,1133,2335,14,207222,12847,2645,2373,1231,2478,2370,997,98,100,0,499,2685;
@400000005e1436df1778878a #d,-,18,2647,2371,1137,2336,14,207224,12847,2647,2371,1142,2645,2369,1133,97,100,0,499,2723;
@400000005e1436df1782fef4 #d,-,18,2650,2369,1133,2336,14,207211,12847,2650,2371,1140,2647,2368,1132,98,100,0,499,2703;
@400000005e1436e1178fc4d4 #d,-,18,2651,2372,1131,2337,14,207212,12847,2651,2373,1134,2650,2368,1131,98,100,0,499,2696;
@400000005e1436e117972769 #d,-,18,2652,2370,1163,2338,14,207200,12846,2652,2373,1164,2651,2370,1131,98,100,0,499,2694;
@400000005e1436e317a69438 #d,-,18,2656,2372,1133,2339,14,207194,12846,2656,2372,1163,2652,2370,1125,97,100,0,499,2724;
@400000005e1436e317b13edb #d,-,18,2656,2371,1131,2339,14,207189,12845,2656,2372,1133,2656,2369,1130,98,100,0,499,2692;
@400000005e1436e517bcc815 #d,-,18,2657,2373,1132,2340,14,207183,12845,2657,2373,1132,2656,2370,1130,98,100,0,499,2692;
@400000005e1436e517c7d0c8 #d,-,18,2656,2373,1130,2341,14,207177,12845,2657,2375,1132,2656,2372,1129,98,100,0,499,2692;
@400000005e1436e717d4bcd7 #d,-,18,2657,2374,1160,2341,14,207179,12845,2657,2374,1160,2656,2372,1130,98,100,0,499,2696;
@400000005e1436e717df48bf #d,-,18,2661,2371,1131,2342,14,207167,12844,2661,2374,1162,2657,2371,1124,97,100,0,499,2724;
@400000005e1436e917e83da9 #d,-,18,2660,2374,1131,2343,14,207161,12844,2661,2374,1132,2660,2371,1130,98,100,0,499,2691;
@400000005e1436e917f2f733 #d,-,18,2660,2374,1129,2344,14,207155,12843,2660,2375,1131,2660,2372,1128,98,100,0,499,2694;
@400000005e1436eb18040272 #d,-,18,2659,2376,1130,2344,14,207150,12843,2660,2376,1131,2659,2374,1129,98,100,0,499,2694;
@400000005e1436eb180eb0cf #d,-,18,2659,2374,1153,2345,14,207144,12842,2659,2376,1153,2659,2373,1129,98,100,0,499,2692;
@400000005e1436ed181f4f17 #d,-,18,2663,2375,1131,2346,14,207139,12842,2663,2375,1161,2659,2372,1122,97,100,0,499,2726;
@400000005e1436ed1829b2f3 #d,-,18,2662,2374,1130,2346,14,207133,12842,2663,2375,1132,2662,2373,1129,98,100,0,499,2689;
@400000005e1436ef183a354a #d,-,18,2661,2376,1129,2347,14,207127,12841,2662,2376,1130,2661,2373,1128,98,100,0,499,2692;
@400000005e1436ef1845492b #d,-,18,2660,2375,1131,2348,14,207122,12841,2661,2376,1131,2660,2374,1129,98,100,0,500,2691;
@400000005e1436f1184df83c #d,-,18,2660,2376,1141,2349,14,207123,12841,2660,2376,1141,2660,2374,1129,98,100,0,499,2694;
@400000005e1436f11854e579 #d,-,18,2664,2375,1129,2349,14,207118,12841,2664,2376,1161,2660,2374,1123,97,100,0,499,2723;
@400000005e1436f3185e09e3 #d,-,18,2662,2377,1128,2350,14,207112,12841,2664,2378,1132,2662,2374,1128,98,100,0,499,2691;
@400000005e1436f31868d6fb #d,-,18,2661,2375,1129,2351,14,207100,12840,2662,2378,1130,2661,2375,1128,98,100,0,499,2692;
@400000005e1436f51879e23a #d,-,18,2661,2376,1129,2352,14,207094,12839,2661,2376,1131,2661,2374,1129,98,100,0,499,2694;
@400000005e1436f5188465c0 #d,-,18,2661,2371,1132,2352,14,207088,12839,2661,2377,1133,2661,2371,1129,98,100,0,499,2694;
@400000005e1436f7188d0143 #d,-,18,2664,2371,1129,2353,14,207083,12839,2664,2371,1163,2661,2369,1125,97,100,0,499,2719;
@400000005e1436f71893756d #d,-,18,2663,2369,1132,2354,14,207078,12838,2664,2371,1134,2663,2369,1129,98,100,0,499,2696;
@400000005e1436f918a3cced #d,-,18,2662,2370,1131,2355,14,207072,12838,2663,2371,1133,2662,2368,1130,98,100,0,499,2692;
@400000005e1436f918af32c3 #d,-,18,2661,2371,1131,2355,14,207066,12838,2662,2371,1134,2661,2370,1130,98,100,0,499,2691;
@400000005e1436fb18b833c9 #d,-,18,2661,2371,1132,2356,14,207068,12838,2661,2372,1133,2661,2369,1131,98,100,0,499,2694;
@400000005e1436fb18c13027 #d,-,18,2664,2372,1129,2357,14,207056,12837,2664,2372,1171,2661,2370,1129,98,100,0,499,2716;
@400000005e1436fd18ca2511 #d,-,18,2665,2369,1134,2358,14,207051,12837,2665,2372,1135,2664,2369,1129,98,100,0,499,2712;
@400000005e1436fd18d2108e #d,-,18,2665,2371,1134,2358,14,207045,12836,2665,2372,1136,2665,2369,1134,98,100,0,499,2700;
@400000005e1436ff18dbe7c9 #d,-,18,2664,2372,1134,2359,14,207040,12836,2665,2372,1136,2664,2370,1134,98,100,0,499,2701;
@400000005e1436ff18e45c2d #d,-,18,2665,2371,1133,2360,14,207034,12836,2665,2373,1136,2664,2371,1133,98,100,0,499,2701;
@400000005e14370118f4b767 #d,-,18,2667,2372,1127,2361,14,207030,12835,2667,2372,1166,2665,2370,1127,98,100,0,499,2714;
@400000005e14370118ff3aed #d,-,18,2668,2370,1134,2361,14,207024,12835,2668,2372,1137,2667,2370,1127,98,100,0,499,2716;
@400000005e143703190f2576 #d,-,18,2667,2373,1133,2362,14,207019,12835,2668,2373,1135,2667,2370,1133,98,100,0,499,2698;
@400000005e143703191a40ca #d,-,18,2667,2370,1135,2363,14,207013,12834,2667,2373,1136,2667,2370,1133,98,100,0,499,2700;
@400000005e143705192a429c #d,-,18,2666,2371,1136,2363,14,207015,12834,2667,2371,1136,2666,2369,1134,98,100,0,499,2701;
@400000005e143705193527ec #d,-,18,2668,2368,1131,2364,14,207003,12834,2668,2371,1166,2666,2368,1131,98,100,0,499,2707;
@400000005e143707193e47ad #d,-,18,2669,2374,1134,2365,14,206998,12833,2669,2374,1137,2668,2368,1128,98,100,0,499,2723;
@400000005e14370719440cc1 #d,-,18,2669,2373,1134,2366,14,206992,12833,2669,2374,1134,2669,2372,1132,98,100,0,499,2700;
@400000005e143709194d3b6a #d,-,18,2668,2372,1531,2366,14,206996,12833,2669,2374,1531,2668,2372,1133,98,100,0,499,2701;
@400000005e1437091957e253 #d,-,18,3358,2375,1235,2367,14,207001,12834,3358,2376,1532,2668,2370,1187,99,100,0,499,3383;
@400000005e14370b19684235 #d,-,18,2883,2376,1254,2368,14,207003,12834,3358,2376,1298,2883,2374,1230,98,100,0,499,2913;
@400000005e14370b197369a5 #d,-,18,2961,2374,1248,2369,14,207003,12834,2961,2377,1254,2883,2374,1224,98,100,0,499,2997;
@400000005e14370d198105b9 #d,-,18,2956,2375,1233,2370,14,207004,12834,2961,2376,1251,2956,2373,1223,99,100,0,499,2958;
@400000005e14370d198bb416 #d,-,18,2951,2376,1241,2371,14,207012,12834,2956,2376,1241,2951,2374,1233,100,100,0,499,2951;
@400000005e14370f19991a25 #d,-,18,2947,2375,1239,2371,14,207006,12834,2951,2376,1241,2947,2374,1236,99,100,0,499,2956;
@400000005e14370f19a421ea #d,-,18,2944,2375,1257,2372,14,207007,12834,2947,2377,1271,2944,2374,1239,99,100,0,499,2954;
@400000005e14371119ae9dfd #d,-,18,2945,2378,1232,2373,14,207008,12834,2945,2378,1257,2944,2374,1227,98,100,0,499,2983;
@400000005e14371119b9d8fb #d,-,18,2941,2377,1238,2374,14,207009,12834,2945,2378,1242,2941,2376,1232,99,100,0,499,2949;
@400000005e14371319caef67 #d,-,18,2939,2378,1238,2375,14,207010,12834,2941,2380,1239,2939,2377,1237,99,100,0,499,2954;
@400000005e14371319d54f89 #d,-,18,2937,2379,1237,2376,14,207011,12834,2939,2379,1238,2937,2377,1236,99,100,0,499,2956;
@400000005e14371519e4ef91 #d,-,18,2935,2378,1262,2376,14,207012,12834,2937,2379,1262,2935,2376,1237,99,100,0,499,2954;
@400000005e14371519f00bd3 #d,-,18,2936,2379,1237,2377,14,207020,12835,2936,2380,1262,2935,2377,1232,98,100,0,499,2975;
@400000005e14371719f94697 #d,-,18,2934,2379,1237,2378,14,207021,12835,2936,2380,1238,2934,2377,1236,99,100,0,499,2954;
@400000005e1437171a00cc90 #d,-,18,2933,2378,1236,2379,14,207014,12834,2934,2380,1240,2933,2378,1236,99,100,0,499,2954;
@400000005e1437191a0c03d5 #d,-,18,2931,2380,1238,2380,14,207015,12834,2933,2380,1238,2931,2378,1235,99,100,0,499,2954;
@400000005e1437191a1732b8 #d,-,18,2930,2381,1268,2380,14,207017,12835,2931,2381,1269,2930,2380,1237,99,100,0,499,2954;
@400000005e14371b1a282f10 #d,-,18,2933,2376,1240,2381,14,207018,12835,2933,2381,1268,2930,2375,1230,98,100,0,500,2983;
@400000005e14371b1a32c17c #d,-,18,2931,2377,1238,2382,14,207018,12835,2933,2377,1241,2931,2375,1238,99,100,0,500,2954;
@400000005e14371d1a3e6a60 #d,-,18,2930,2376,1239,2383,14,207019,12835,2931,2378,1240,2930,2376,1237,99,100,0,500,2954;
@400000005e14371d1a49b445 #d,-,18,2929,2376,1240,2384,14,207020,12835,2930,2378,1240,2929,2375,1237,99,100,0,500,2954;
@400000005e14371f1a5aa0c8 #d,-,18,2928,2375,1268,2384,14,207021,12835,2929,2377,1268,2928,2375,1238,99,100,0,500,2956;
@400000005e14371f1a6547b2 #d,-,18,2932,2378,1239,2385,14,207029,12835,2932,2378,1271,2928,2375,1232,98,100,0,500,2986;
@400000005e1437211a71ede7 #d,-,18,2930,2377,1238,2386,14,207023,12835,2932,2378,1239,2930,2376,1237,99,100,0,499,2951;
@400000005e1437211a7c9029 #d,-,18,2929,2379,1237,2387,14,207024,12835,2930,2379,1239,2929,2376,1237,99,100,0,499,2954;
@400000005e1437231a888b01 #d,-,18,2928,2378,1238,2388,14,207025,12835,2929,2380,1239,2928,2378,1236,99,100,0,500,2954;
@400000005e1437231a93b9e4 #d,-,18,2927,2379,1259,2388,14,207026,12835,2928,2379,1259,2927,2377,1237,99,100,0,500,2954;
@400000005e1437251aa3bbb5 #d,-,18,2931,2378,1239,2389,14,207027,12835,2931,2379,1268,2927,2378,1232,98,100,0,500,2986;
@400000005e1437251aae61b1 #d,-,18,2929,2376,1239,2390,14,207028,12835,2931,2378,1240,2929,2376,1238,99,100,0,500,2951;
@400000005e1437271ab78261 #d,-,18,2928,2377,1238,2391,14,207029,12835,2929,2378,1240,2928,2376,1237,99,100,0,500,2954;
@400000005e1437271abf3332 #d,-,18,2927,2376,1233,2392,14,207030,12835,2928,2379,1239,2927,2376,1227,99,100,0,500,2954;
@400000005e1437291ad055b9 #d,-,18,2926,2378,1248,2392,14,207031,12835,2927,2379,1248,2926,2376,1233,99,100,0,500,2945;
@400000005e1437291adaecce #d,-,18,2929,2377,1239,2393,14,207032,12836,2929,2379,1268,2926,2377,1232,98,100,0,500,2983;
@400000005e14372b1aea1ef0 #d,-,18,2928,2377,1237,2394,14,207040,12836,2929,2378,1240,2928,2377,1237,99,100,0,500,2954;
@400000005e14372b1af48b2d #d,-,18,2927,2379,1237,2395,14,207034,12836,2928,2379,1239,2927,2376,1236,99,100,0,500,2952;
@400000005e14372d1aff0af9 #d,-,18,2926,2378,1238,2396,14,207034,12836,2927,2380,1239,2926,2378,1235,99,100,0,500,2952;
@400000005e14372d1b09dbcc #d,-,18,2925,2375,1239,2397,14,207042,12836,2926,2379,1239,2925,2375,1237,99,100,0,500,2952;
@400000005e14372f1b191a0a #d,-,18,2927,2379,1234,2397,14,207043,12836,2927,2379,1263,2925,2375,1228,98,100,0,500,2972;
@400000005e14372f1b238ea9 #d,-,18,2926,2381,1237,2398,14,207037,12836,2927,2381,1238,2926,2378,1234,98,100,0,500,2956;
@400000005e1437311b2c63e9 #d,-,18,2925,2379,1231,2399,14,207038,12836,2926,2381,1237,2925,2378,1226,99,100,0,500,2947;
@400000005e1437311b3731f0 #d,-,18,2923,2381,1234,2400,14,207038,12836,2925,2381,1236,2923,2379,1231,99,100,0,500,2945;
@400000005e1437331b4088a5 #d,-,18,2922,2382,1231,2401,14,207039,12836,2923,2382,1237,2922,2381,1230,99,100,0,500,2945;
@400000005e1437331b4b139e #d,-,18,2924,2379,1230,2401,14,207040,12836,2924,2382,1269,2922,2379,1228,98,100,0,500,2967;
@400000005e1437351b545a7d #d,-,18,2924,2380,1235,2402,14,207041,12836,2924,2381,1237,2924,2379,1230,98,100,0,500,2959;
@400000005e1437351b5e6137 #d,-,18,2923,2382,1235,2403,14,207042,12836,2924,2382,1236,2923,2380,1232,99,100,0,500,2949;
@400000005e1437371b6f121f #d,-,18,2922,2382,1235,2404,14,207043,12836,2923,2383,1236,2922,2381,1233,99,100,0,500,2951;
@400000005e1437371b79e3e0 #d,-,18,2922,2381,1235,2405,14,207043,12836,2922,2382,1235,2922,2380,1234,99,100,0,500,2949;
@400000005e1437391b839043 #d,-,18,2923,2382,1228,2405,14,207045,12836,2923,2382,1268,2922,2379,1228,98,100,0,500,2961;
@400000005e1437391b8b9309 #d,-,18,2924,2380,1235,2406,14,207045,12836,2924,2382,1237,2923,2379,1228,98,100,0,500,2968;
@400000005e14373b1b9487f3 #d,-,18,2923,2380,1236,2407,14,207046,12836,2924,2381,1236,2923,2379,1235,99,100,0,500,2951;
@400000005e14373b1b9e7764 #d,-,18,2922,2381,1236,2408,14,207047,12836,2923,2381,1236,2922,2379,1233,99,100,0,500,2951;
@400000005e14373d1ba71e14 #d,-,18,2922,2379,1235,2409,14,207048,12836,2922,2382,1237,2922,2379,1234,99,100,0,500,2949;
@400000005e14373f1bba24e5 #d,-,18,2922,2379,1233,2409,14,207056,12837,2922,2380,1266,2922,2378,1233,98,100,0,500,2954;
@400000005e14373f1bc6e70b #d,-,18,2924,2378,1234,2410,14,207056,12837,2924,2380,1235,2922,2378,1228,98,100,0,500,2972;
@400000005e14373f1bd063ee #d,-,18,2923,2378,1237,2411,14,207050,12837,2924,2379,1238,2923,2377,1234,99,100,0,500,2949;
@400000005e1437411be023a0 #d,-,18,2922,2376,1226,2412,14,207051,12837,2923,2378,1238,2922,2375,1225,99,100,0,500,2949;
@400000005e1437431bf272f9 #d,-,18,2918,2376,1227,2413,14,207051,12837,2922,2377,1228,2918,2375,1225,99,100,0,500,2924;
@400000005e1437431bff2cbd #d,-,18,2916,2377,1245,2414,14,207052,12837,2918,2378,1270,2916,2376,1226,99,100,0,500,2929;
@400000005e1437431c087fb8 #d,-,18,2919,2375,1236,2414,14,207053,12837,2919,2377,1245,2916,2375,1229,98,100,0,500,2977;
@400000005e1437451c1325b3 #d,-,18,2918,2377,1237,2415,14,207053,12837,2919,2377,1239,2918,2375,1236,98,100,0,500,2951;
@400000005e1437451c1e6913 #d,-,18,2919,2377,1236,2416,14,207054,12837,2919,2377,1239,2918,2376,1235,98,100,0,500,2949;
@400000005e1437471c271f98 #d,-,18,2918,2377,1236,2417,14,207055,12837,2919,2378,1238,2918,2376,1236,98,100,0,500,2949;
@400000005e1437491c365662 #d,-,18,2918,2376,1259,2418,14,207056,12837,2918,2378,1267,2918,2376,1236,98,100,0,500,2949;
@400000005e1437491c417dd2 #d,-,18,2921,2378,1235,2418,14,207057,12837,2921,2378,1259,2918,2376,1230,98,100,0,500,2977;
@400000005e1437491c4b0317 #d,-,18,2920,2377,1237,2419,15,207057,12837,2921,2378,1238,2920,2377,1235,99,100,0,500,2947;
@400000005e14374b1c540b90 #d,-,18,2920,2376,1237,2420,15,207058,12837,2920,2377,1239,2920,2375,1235,99,100,0,500,2949;
@400000005e14374b1c5f468f #d,-,18,2920,2377,1237,2421,15,207059,12837,2920,2377,1237,2920,2376,1235,98,100,0,500,2951;
@400000005e14374d1c684b4e #d,-,18,2919,2375,1267,2422,15,207067,12838,2920,2377,1267,2919,2375,1236,98,100,0,500,2949;
@400000005e14374f1c7877f7 #d,-,18,2922,2375,1237,2422,15,207068,12838,2922,2376,1267,2919,2375,1231,98,100,0,500,2977;
@400000005e14374f1c839f67 #d,-,18,2922,2378,1236,2423,15,207061,12837,2922,2379,1238,2922,2375,1236,99,100,0,500,2949;
@400000005e1437511c908b75 #d,-,18,2921,2378,1237,2424,15,207062,12837,2922,2379,1237,2921,2378,1234,99,100,0,500,2949;
@400000005e1437511c9bd649 #d,-,18,2920,2377,1237,2425,15,207063,12837,2921,2378,1238,2920,2376,1235,99,100,0,500,2947;
@400000005e1437531ca9eb6f #d,-,18,2920,2377,1267,2426,15,207064,12837,2920,2377,1267,2920,2375,1236,99,100,0,500,2949;
@400000005e1437531cb539fc #d,-,18,2923,2378,1237,2426,15,207065,12838,2923,2378,1268,2920,2377,1228,98,100,0,500,2977;
@400000005e1437551cc470c6 #d,-,18,2922,2379,1237,2427,15,207065,12838,2923,2381,1237,2922,2376,1230,99,100,0,500,2947;
@400000005e1437551ccf525c #d,-,18,2921,2381,1234,2428,15,207066,12838,2922,2381,1238,2921,2379,1234,99,100,0,500,2947;
@400000005e1437571cdfd86e #d,-,18,2921,2379,1235,2429,15,207067,12838,2921,2381,1235,2921,2379,1234,99,100,0,500,2949;
@400000005e1437571ceb3e43 #d,-,18,2920,2380,1261,2430,15,207068,12838,2921,2380,1261,2920,2379,1234,99,100,0,500,2949;
@400000005e1437591cfced6c #d,-,18,2923,2382,1233,2431,15,207069,12838,2923,2382,1264,2920,2380,1226,98,100,0,500,2977;
@400000005e1437591d0872eb #d,-,18,2921,2380,1233,2431,15,207069,12838,2923,2383,1234,2921,2380,1232,99,100,0,500,2942;
@400000005e1437591d11d975 #d,-,18,2920,2380,1232,2432,15,207070,12838,2921,2381,1234,2920,2380,1232,99,100,0,500,2945;
@400000005e14375b1d1a31e9 #d,-,18,2919,2381,1234,2433,15,207070,12838,2920,2381,1235,2919,2379,1232,99,100,0,500,2945;
@400000005e14375d1d258430 #d,-,18,2918,2381,1251,2434,15,207078,12838,2919,2382,1251,2918,2380,1232,99,100,0,500,2945;
@400000005e14375d1d3130cd #d,-,18,2921,2379,1234,2434,15,207072,12838,2921,2381,1264,2918,2378,1225,98,100,0,500,2974;
@400000005e14375f1d4010fb #d,-,18,2920,2379,1235,2435,15,207073,12838,2921,2380,1235,2920,2378,1231,99,100,0,500,2942;
@400000005e14375f1d4a9480 #d,-,18,2918,2381,1233,2436,15,207080,12838,2920,2381,1235,2918,2379,1232,99,100,0,500,2943;
@400000005e1437611d570fde #d,-,18,2918,2380,1235,2437,15,207074,12838,2918,2381,1235,2918,2380,1232,99,100,0,500,2943;
