@400000005e22b91826dc7c68 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e22b9191522c7ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bc1a0248ea0b #d,-,18,3030,2336,1302,628,3,212042,13146,3030,2337,1304,3030,2336,1301,99,99,0,500,3054;
@400000005e22bc1c0251c039 #d,-,18,3030,2335,1300,628,3,212079,13148,3030,2336,1333,3030,2335,1300,99,99,0,500,3057;
@400000005e22bc1c0258e823 #d,-,18,3032,2335,1302,629,3,212058,13147,3032,2336,1305,3030,2335,1296,98,99,0,500,3077;
@400000005e22bc1e02610e4c #d,-,18,3031,2335,1302,630,3,212064,13147,3032,2336,1304,3031,2335,1302,99,99,0,500,3052;
@400000005e22bc1e0264da99 #d,-,18,3030,2338,1303,631,3,212098,13150,3031,2338,1303,3030,2335,1300,99,99,0,500,3052;
@400000005e22bc2002743ff5 #d,-,18,2968,2341,1263,632,3,212095,13149,3030,2341,1303,2968,2338,1237,98,99,0,500,3007;
@400000005e22bc20027ede7d #d,-,18,2966,2341,1305,632,3,212101,13150,2968,2341,1335,2966,2341,1261,99,99,0,500,2975;
@400000005e22bc220287dbc9 #d,-,18,3042,2341,1301,633,3,212079,13148,3042,2341,1305,2966,2340,1288,98,99,0,500,3073;
@400000005e22bc2202930e65 #d,-,18,3040,2342,1301,634,3,212086,13149,3042,2342,1301,3040,2340,1298,99,99,0,500,3054;
@400000005e22bc24029c78a9 #d,-,18,3038,2342,1302,635,3,212092,13149,3040,2342,1302,3038,2341,1298,99,99,0,500,3050;
@400000005e22bc2402a323c6 #d,-,18,3036,2341,1300,636,3,212098,13150,3038,2342,1303,3036,2341,1300,99,99,0,500,3054;
@400000005e22bc2602adce69 #d,-,18,3035,2339,1324,637,3,212107,13150,3036,2342,1334,3035,2339,1299,99,99,0,500,3054;
@400000005e22bc2602b8421a #d,-,18,3037,2340,1301,638,3,212113,13151,3037,2340,1324,3035,2339,1291,98,99,0,500,3080;
@400000005e22bc2802c82088 #d,-,18,3035,2340,1301,638,3,212119,13151,3037,2341,1302,3035,2340,1298,99,99,0,500,3054;
@400000005e22bc2802d28463 #d,-,18,3034,2341,1300,639,3,212125,13151,3035,2342,1302,3034,2340,1298,99,99,0,500,3052;
@400000005e22bc2a02df36b4 #d,-,18,3033,2341,1299,640,3,212131,13152,3034,2342,1301,3033,2341,1297,99,99,0,500,3052;
@400000005e22bc2a02ea46db #d,-,18,3032,2340,1332,641,3,212140,13152,3033,2342,1332,3032,2340,1299,99,99,0,500,3052;
@400000005e22bc2c02f6d5c8 #d,-,18,3035,2341,1299,642,3,212146,13153,3035,2341,1332,3032,2340,1293,98,99,0,500,3084;
@400000005e22bc2c03011ea1 #d,-,18,3033,2341,1300,643,3,212152,13153,3035,2341,1301,3033,2340,1298,99,99,0,500,3050;
@400000005e22bc2e030a138c #d,-,18,3032,2340,1302,643,3,212158,13153,3033,2341,1302,3032,2340,1298,99,99,0,500,3052;
@400000005e22bc2e03140a70 #d,-,18,3032,2340,1301,644,3,212164,13154,3032,2340,1303,3032,2340,1300,99,99,0,500,3054;
@400000005e22bc30032471c5 #d,-,18,3031,2340,1332,645,4,212172,13154,3032,2341,1332,3031,2340,1299,99,99,0,500,3054;
@400000005e22bc30032ec5cc #d,-,18,3033,2340,1301,646,4,212179,13155,3033,2341,1334,3031,2340,1294,98,99,0,500,3082;
@400000005e22bc32033ae7c2 #d,-,18,3033,2340,1301,647,4,212185,13155,3033,2341,1303,3033,2340,1298,99,99,0,500,3052;
@400000005e22bc32034606cf #d,-,18,3031,2338,1302,648,4,212191,13155,3033,2340,1303,3031,2337,1298,99,99,0,500,3050;
@400000005e22bc3403561103 #d,-,18,3030,2340,1301,648,4,212197,13156,3031,2340,1303,3030,2338,1299,99,99,0,500,3054;
@400000005e22bc340360886d #d,-,18,3030,2341,1325,649,4,212204,13156,3030,2342,1325,3030,2340,1299,99,99,0,500,3052;
@400000005e22bc360370efc2 #d,-,18,3033,2342,1300,650,4,212211,13157,3033,2342,1333,3030,2341,1290,98,99,0,500,3084;
@400000005e22bc36037b400f #d,-,18,3032,2342,1299,651,4,212217,13157,3033,2342,1302,3032,2342,1299,99,99,0,500,3050;
@400000005e22bc380389ea38 #d,-,18,3031,2341,1300,652,4,212223,13157,3032,2343,1301,3031,2341,1299,99,99,0,500,3052;
@400000005e22bc3803948507 #d,-,18,3030,2341,1301,653,4,212229,13158,3031,2342,1301,3030,2340,1299,99,99,0,500,3052;
@400000005e22bc3a03a3cf60 #d,-,18,3029,2341,1316,654,4,212236,13158,3030,2342,1316,3029,2340,1298,99,99,0,500,3052;
@400000005e22bc3a03ae3e68 #d,-,18,3033,2341,1300,654,4,212243,13159,3033,2342,1331,3029,2340,1292,98,99,0,500,3086;
@400000005e22bc3c03be7ae6 #d,-,18,3031,2343,1298,655,4,212249,13159,3033,2344,1302,3031,2341,1297,99,99,0,500,3048;
@400000005e22bc3c03c8db08 #d,-,18,3030,2343,1299,656,4,212255,13159,3031,2343,1300,3030,2342,1297,99,99,0,500,3050;
@400000005e22bc3e03d49b34 #d,-,18,3030,2343,1300,657,4,212261,13160,3030,2344,1300,3030,2343,1298,99,99,0,500,3052;
@400000005e22bc3e03df97cc #d,-,18,3029,2343,1303,658,4,212267,13160,3030,2344,1303,3029,2343,1297,99,99,0,500,3052;
@400000005e22bc4003ed9d1e #d,-,18,3032,2342,1297,659,4,212275,13161,3032,2343,1333,3029,2341,1291,98,99,0,500,3080;
@400000005e22bc4003f7f986 #d,-,18,3031,2342,1299,659,4,212281,13161,3032,2343,1302,3031,2341,1297,99,99,0,500,3054;
@400000005e22bc420405537a #d,-,18,3030,2343,1297,660,4,212286,13161,3031,2344,1301,3030,2342,1297,99,99,0,500,3052;
@400000005e22bc420410253b #d,-,18,3029,2343,1298,661,4,212292,13162,3030,2344,1300,3029,2342,1297,99,99,0,500,3054;
@400000005e22bc44041b73c8 #d,-,18,3029,2342,1288,662,4,212295,13162,3029,2344,1311,3029,2342,1266,99,99,0,500,3057;
@400000005e22bc440425eb32 #d,-,18,3029,2342,1298,663,4,212304,13162,3029,2343,1334,3029,2342,1288,99,99,0,500,3047;
@400000005e22bc460430dc9d #d,-,18,3030,2342,1301,664,4,212337,13164,3030,2342,1306,3029,2342,1298,98,99,0,500,3070;
@400000005e22bc46043bfbab #d,-,18,3030,2342,1302,664,4,212343,13165,3030,2343,1304,3030,2342,1300,99,99,0,500,3057;
@400000005e22bc48044896b3 #d,-,18,3030,2343,1303,665,4,212323,13164,3030,2343,1304,3030,2342,1300,99,99,0,500,3059;
@400000005e22bc480452d371 #d,-,18,3030,2342,1303,666,4,212356,13166,3030,2344,1303,3030,2342,1300,98,99,0,500,3061;
@400000005e22bc4a04601d90 #d,-,18,3033,2342,1294,667,4,212339,13165,3033,2343,1335,3030,2342,1294,98,99,0,500,3073;
@400000005e22bc4a046b1a28 #d,-,18,3034,2342,1301,668,4,212345,13165,3034,2343,1305,3033,2342,1294,98,99,0,500,3077;
@400000005e22bc4c04769bee #d,-,18,3034,2341,1302,669,4,212351,13165,3034,2342,1304,3034,2341,1301,99,99,0,500,3061;
@400000005e22bc4c04811bba #d,-,18,3033,2343,1304,669,4,212357,13166,3034,2343,1307,3033,2341,1297,99,99,0,500,3057;
@400000005e22bc4e048c1fc5 #d,-,18,3034,2342,1305,670,4,212364,13166,3034,2343,1305,3033,2341,1302,99,99,0,500,3063;
@400000005e22bc4e0496fcb3 #d,-,18,3035,2343,1299,671,4,212399,13168,3035,2343,1337,3034,2341,1299,98,99,0,500,3066;
@400000005e22bc5004a7b9b7 #d,-,18,3037,2340,1303,672,4,212405,13169,3037,2343,1305,3035,2340,1295,98,99,0,500,3082;
@400000005e22bc5004b23983 #d,-,18,3036,2341,1301,673,4,212411,13169,3037,2341,1304,3036,2340,1301,99,99,0,500,3061;
@400000005e22bc5204c02019 #d,-,18,3036,2340,1304,674,4,212417,13169,3036,2341,1305,3036,2340,1301,99,99,0,500,3059;
@400000005e22bc5204ca78c7 #d,-,18,3036,2342,1304,674,4,212423,13170,3036,2343,1305,3036,2340,1302,99,99,0,500,3061;
@400000005e22bc5404d9ce4d #d,-,18,3036,2343,1308,675,4,212432,13170,3036,2343,1337,3036,2342,1302,99,99,0,500,3063;
@400000005e22bc5404e47caa #d,-,18,3038,2345,1300,676,4,212438,13171,3038,2345,1308,3036,2343,1295,98,99,0,500,3086;
@400000005e22bc5604f3803c #d,-,18,3038,2344,1300,677,4,212444,13171,3038,2345,1304,3038,2344,1300,99,99,0,500,3061;
@400000005e22bc5604fe1397 #d,-,18,3037,2344,1302,678,4,212450,13171,3038,2345,1303,3037,2344,1300,99,99,0,500,3061;
@400000005e22bc58050ef045 #d,-,18,3036,2344,1304,679,4,212456,13172,3037,2345,1304,3036,2344,1300,99,99,0,500,3059;
@400000005e22bc5805193476 #d,-,18,3036,2342,1324,680,4,212439,13171,3036,2344,1335,3036,2342,1300,99,99,0,500,3059;
@400000005e22bc5a0526dca5 #d,-,18,3039,2341,1302,680,4,212470,13173,3039,2342,1324,3036,2341,1294,98,99,0,500,3089;
@400000005e22bc5a0531e19f #d,-,18,3038,2341,1302,681,4,212451,13171,3039,2342,1304,3038,2341,1300,99,99,0,500,3057;
@400000005e22bc5c053dfb33 #d,-,18,3037,2342,1303,682,4,212482,13173,3038,2342,1305,3037,2341,1301,99,99,0,500,3059;
@400000005e22bc5c0548862c #d,-,18,3037,2342,1303,683,4,212488,13174,3037,2343,1305,3037,2342,1301,99,99,0,500,3059;
@400000005e22bc5e05587f9c #d,-,18,3036,2341,1335,684,4,212497,13174,3037,2343,1336,3036,2341,1301,99,99,0,500,3061;
@400000005e22bc5e0562d491 #d,-,18,3039,2341,1304,685,4,212477,13173,3039,2342,1335,3036,2341,1297,98,99,0,500,3089;
@400000005e22bc60056dffba #d,-,18,3038,2342,1302,685,4,212483,13173,3039,2342,1306,3038,2341,1301,99,99,0,500,3061;
@400000005e22bc600578f899 #d,-,18,3038,2340,1302,686,4,212489,13174,3038,2342,1305,3038,2339,1302,99,99,0,500,3061;
@400000005e22bc6205885592 #d,-,18,3037,2340,1304,687,4,212495,13174,3038,2341,1306,3037,2340,1302,99,99,0,500,3061;
@400000005e22bc620592a314 #d,-,18,3037,2341,1337,688,4,212503,13175,3037,2341,1337,3037,2340,1303,99,99,0,500,3061;
@400000005e22bc6405a2a89f #d,-,18,3040,2341,1304,689,4,212509,13175,3040,2341,1337,3037,2340,1294,98,99,0,500,3091;
@400000005e22bc6405ae15e8 #d,-,18,3038,2342,1304,690,4,212515,13175,3040,2342,1304,3038,2340,1301,99,99,0,500,3057;
@400000005e22bc6605b9b66a #d,-,18,3038,2343,1301,690,4,212521,13176,3038,2343,1305,3038,2342,1301,99,99,0,500,3059;
@400000005e22bc6605c422a7 #d,-,18,3037,2343,1303,691,4,212527,13176,3038,2344,1305,3037,2343,1301,99,99,0,500,3061;
@400000005e22bc6805d51e11 #d,-,18,3037,2343,1333,692,4,212534,13177,3037,2343,1333,3037,2342,1302,99,99,0,500,3061;
@400000005e22bc6805df6f4c #d,-,18,3040,2344,1306,693,4,212541,13177,3040,2344,1335,3037,2343,1295,98,99,0,500,3091;
@400000005e22bc6a05ecdccf #d,-,18,3039,2343,1304,694,4,212547,13177,3040,2344,1306,3039,2343,1301,99,99,0,500,3057;
@400000005e22bc6a05f81f40 #d,-,18,3038,2343,1302,695,4,212553,13178,3039,2343,1306,3038,2342,1301,99,99,0,500,3061;
@400000005e22bc6c060615ab #d,-,18,3037,2342,1302,696,4,212558,13178,3038,2343,1305,3037,2342,1301,99,99,0,500,3061;
@400000005e22bc6c06109489 #d,-,18,3037,2342,1322,696,4,212565,13179,3037,2343,1322,3037,2342,1301,99,99,0,500,3059;
@400000005e22bc6e0621e2d6 #d,-,18,3040,2341,1305,697,4,212572,13179,3040,2343,1337,3037,2340,1293,98,99,0,500,3093;
@400000005e22bc6e062c3322 #d,-,18,3039,2340,1303,698,4,212578,13179,3040,2341,1305,3039,2340,1301,99,99,0,500,3056;
@400000005e22bc70063b910a #d,-,18,3038,2341,1303,699,4,212584,13180,3039,2341,1306,3038,2340,1301,99,99,0,500,3057;
@400000005e22bc7006468541 #d,-,18,3037,2341,1275,700,4,212588,13180,3038,2342,1305,3037,2340,1275,99,99,0,500,3059;
@400000005e22bc720651dfe9 #d,-,18,2946,2341,1293,700,4,212585,13180,3037,2342,1293,2946,2341,1209,98,99,0,500,2995;
@400000005e22bc72065c76fe #d,-,18,3027,2342,1302,701,4,212592,13180,3027,2342,1339,2946,2341,1293,99,99,0,500,3032;
@400000005e22bc7406674c78 #d,-,18,3027,2342,1303,702,4,212598,13181,3027,2343,1305,3027,2341,1302,98,99,0,500,3059;
@400000005e22bc7406724910 #d,-,18,3027,2342,1303,703,4,212604,13181,3027,2343,1304,3027,2342,1301,98,99,0,500,3059;
@400000005e22bc760682b41f #d,-,18,3028,2342,1302,704,4,212609,13181,3028,2343,1305,3027,2342,1300,98,99,0,500,3059;
@400000005e22bc76068d2f43 #d,-,18,3028,2343,1303,705,4,212615,13182,3028,2343,1305,3028,2342,1301,98,99,0,500,3059;
@400000005e22bc78069d5bec #d,-,18,3032,2343,1298,706,4,212623,13182,3032,2343,1334,3028,2342,1294,98,99,0,500,3082;
@400000005e22bc7806a7c470 #d,-,18,3032,2341,1302,706,4,212628,13182,3032,2343,1305,3032,2341,1298,98,99,0,500,3064;
@400000005e22bc7a06b786ed #d,-,18,3031,2341,1303,707,4,212634,13183,3032,2341,1305,3031,2340,1301,99,99,0,500,3057;
@400000005e22bc7a06c1cfc6 #d,-,18,3032,2341,1302,708,4,212639,13183,3032,2342,1305,3031,2341,1301,99,99,0,500,3061;
@400000005e22bc7c06cdbaca #d,-,18,3032,2341,1301,709,4,212645,13184,3032,2342,1304,3032,2340,1301,99,99,0,500,3059;
@400000005e22bc7c06d8ee54 #d,-,18,3035,2341,1295,710,4,212653,13184,3035,2342,1335,3032,2341,1295,98,99,0,500,3077;
@400000005e22bc7e06e89216 #d,-,18,3035,2343,1303,711,4,212658,13184,3035,2343,1305,3035,2341,1295,98,99,0,500,3072;
@400000005e22bc7e06f2f238 #d,-,18,3035,2343,1303,711,4,212664,13185,3035,2344,1304,3035,2343,1300,99,99,0,500,3061;
@400000005e22bc8007042c08 #d,-,18,3034,2344,1303,712,4,212669,13185,3035,2344,1304,3034,2342,1301,99,99,0,500,3059;
@400000005e22bc80070e84b6 #d,-,18,3034,2344,1301,713,4,212674,13185,3034,2345,1304,3034,2344,1300,99,99,0,500,3059;
@400000005e22bc82071ad183 #d,-,18,3035,2342,1295,714,4,212682,13186,3035,2344,1334,3034,2341,1295,98,99,0,500,3070;
@400000005e22bc8207257b38 #d,-,18,3037,2342,1301,715,4,212688,13186,3037,2342,1304,3035,2341,1294,98,99,0,500,3077;
@400000005e22bc8407304cf9 #d,-,18,3036,2341,1304,716,4,212693,13186,3037,2342,1304,3036,2341,1300,99,99,0,500,3059;
@400000005e22bc84073adc9a #d,-,18,3035,2340,1304,716,4,212698,13187,3036,2342,1304,3035,2340,1301,99,99,0,500,3059;
@400000005e22bc86074573af #d,-,18,3035,2342,1303,717,4,212728,13189,3035,2342,1306,3035,2340,1302,99,99,0,500,3061;
@400000005e22bc86074b049b #d,-,18,3035,2340,1303,718,4,212736,13189,3035,2342,1336,3035,2340,1303,99,99,0,500,3064;
@400000005e22bc8807553272 #d,-,18,3037,2340,1304,719,4,212741,13189,3037,2341,1308,3035,2339,1296,98,99,0,500,3084;
@400000005e22bc88076007ed #d,-,18,3037,2339,1305,720,4,212722,13188,3037,2340,1306,3037,2339,1301,99,99,0,500,3059;
@400000005e22bc8a07708dfe #d,-,18,3036,2336,1306,721,4,212752,13190,3037,2339,1307,3036,2336,1303,99,99,0,500,3061;
@400000005e22bc8a077ae2f3 #d,-,18,3036,2337,1305,722,4,212757,13190,3036,2338,1306,3036,2336,1303,99,99,0,500,3059;
@400000005e22bc8c0788fcc1 #d,-,18,3036,2338,1316,722,4,212765,13191,3036,2338,1338,3036,2336,1303,99,99,0,500,3061;
@400000005e22bc8c07946dc4 #d,-,18,3038,2339,1303,723,4,212746,13190,3038,2339,1316,3036,2338,1296,98,99,0,500,3086;
@400000005e22bc8e07a2c23e #d,-,18,3037,2338,1303,724,4,212751,13190,3038,2340,1307,3037,2338,1303,99,99,0,500,3061;
@400000005e22bc8e07ad3d62 #d,-,18,3037,2338,1305,725,4,212756,13190,3037,2339,1306,3037,2338,1302,99,99,0,500,3059;
@400000005e22bc9007bdb0d3 #d,-,18,3036,2338,1306,726,4,212761,13191,3037,2339,1306,3036,2338,1301,99,99,0,500,3061;
@400000005e22bc9007c7f9ac #d,-,18,3036,2340,1331,726,4,212769,13191,3036,2340,1337,3036,2338,1302,99,99,0,500,3057;
@400000005e22bc9207d806ab #d,-,18,3039,2337,1304,727,4,212774,13192,3039,2340,1331,3036,2337,1295,98,99,0,500,3089;
@400000005e22bc9207e2efb5 #d,-,18,3038,2339,1304,728,4,212779,13192,3039,2339,1307,3038,2337,1304,99,99,0,500,3059;
@400000005e22bc9407f36237 #d,-,18,3037,2337,1305,729,4,212785,13192,3038,2339,1306,3037,2337,1303,99,99,0,500,3061;
@400000005e22bc9407fe0567 #d,-,18,3037,2338,1307,730,4,212790,13193,3037,2339,1307,3037,2337,1302,99,99,0,500,3059;
@400000005e22bc96080d6261 #d,-,18,3036,2337,1338,731,4,212797,13193,3037,2338,1338,3036,2337,1302,99,99,0,500,3059;
@400000005e22bc960817dab9 #d,-,18,3039,2339,1300,732,4,212802,13193,3039,2339,1338,3036,2337,1296,98,99,0,500,3088;
@400000005e22bc980828559d #d,-,18,3036,2338,1306,732,4,212807,13194,3039,2339,1311,3036,2338,1284,99,99,0,500,3043;
@400000005e22bc980832a5ea #d,-,18,3036,2338,1308,733,4,212812,13194,3036,2338,1308,3036,2338,1305,99,99,0,500,3066;
@400000005e22bc9a084147b2 #d,-,18,3036,2337,1298,734,4,212817,13194,3036,2339,1309,3036,2336,1297,99,99,0,500,3064;
@400000005e22bc9a084cd94d #d,-,18,3035,2335,1332,735,4,212823,13195,3036,2338,1332,3035,2335,1298,99,99,0,500,3052;
@400000005e22bc9c085986f5 #d,-,18,3036,2336,1308,736,4,212829,13195,3036,2337,1333,3035,2335,1293,98,99,0,500,3080;
@400000005e22bc9c08642ddf #d,-,18,3036,2339,1306,737,4,212834,13195,3036,2339,1308,3036,2336,1304,99,99,0,500,3056;
@400000005e22bc9e08707604 #d,-,18,3036,2339,1306,737,4,212839,13196,3036,2339,1307,3036,2338,1303,99,99,0,500,3061;
@400000005e22bc9e087b3436 #d,-,18,3035,2337,1305,738,4,212844,13196,3036,2339,1307,3035,2337,1304,99,99,0,500,3061;
@400000005e22bca00888820f #d,-,18,3034,2337,1330,739,4,212874,13198,3035,2338,1330,3034,2336,1301,99,99,0,500,3059;
@400000005e22bca008932cb2 #d,-,18,3038,2339,1305,740,4,212880,13198,3038,2339,1338,3034,2337,1294,98,99,0,500,3089;
@400000005e22bca2089f90c8 #d,-,18,3037,2339,1304,741,4,212861,13197,3038,2340,1306,3037,2339,1303,99,99,0,500,3056;
@400000005e22bca208a9fd05 #d,-,18,3036,2338,1306,742,4,212866,13197,3037,2339,1306,3036,2338,1302,99,99,0,500,3057;
@400000005e22bca408b68bf2 #d,-,18,3035,2337,1304,743,4,212894,13199,3036,2339,1307,3035,2336,1302,99,99,0,500,3059;
@400000005e22bca408c22412 #d,-,18,3035,2337,1320,743,4,212876,13198,3035,2338,1320,3035,2337,1302,99,99,0,500,3059;
@400000005e22bca608ceda1d #d,-,18,3038,2339,1305,744,4,212907,13200,3038,2339,1336,3035,2337,1296,98,99,0,500,3089;
@400000005e22bca608d926b0 #d,-,18,3037,2339,1304,745,4,212888,13199,3038,2339,1307,3037,2339,1303,99,99,0,500,3057;
@400000005e22bca808e63e84 #d,-,18,3036,2338,1304,746,4,212893,13199,3037,2340,1306,3036,2338,1302,99,99,0,500,3059;
@400000005e22bca808f1278d #d,-,18,3035,2339,1304,747,4,212898,13199,3036,2340,1305,3035,2338,1302,99,99,0,500,3059;
@400000005e22bcaa08fd6485 #d,-,18,3035,2341,1307,748,4,212903,13200,3035,2341,1307,3035,2339,1302,99,99,0,500,3059;
@400000005e22bcaa0907b118 #d,-,18,3039,2341,1300,748,4,212910,13200,3039,2341,1336,3035,2340,1295,98,99,0,500,3086;
@400000005e22bcac09164f26 #d,-,18,3037,2341,1303,749,4,212915,13200,3039,2341,1307,3037,2340,1300,99,99,0,500,3059;
@400000005e22bcac0921ad88 #d,-,18,3036,2339,1304,750,4,212919,13201,3037,2341,1305,3036,2338,1302,99,99,0,500,3057;
@400000005e22bcae092e1ccb #d,-,18,3035,2339,1305,751,4,212924,13201,3036,2340,1305,3035,2339,1302,99,99,0,500,3061;
@400000005e22bcae09389435 #d,-,18,3035,2340,1304,752,4,212929,13201,3035,2340,1305,3035,2339,1302,99,99,0,500,3057;
@400000005e22bcb009460dd4 #d,-,18,3038,2341,1298,753,4,212936,13202,3038,2341,1336,3035,2340,1294,98,99,0,500,3080;
@400000005e22bcb009511dfb #d,-,18,3037,2340,1302,753,4,212941,13202,3038,2341,1304,3037,2340,1298,99,99,0,500,3066;
@400000005e22bcb20960a6ba #d,-,18,3036,2339,1302,754,4,212946,13202,3037,2340,1306,3036,2338,1302,99,99,0,500,3059;
@400000005e22bcb2096b2df9 #d,-,18,3035,2340,1305,755,4,212950,13202,3036,2340,1305,3035,2338,1301,99,99,0,500,3057;
@400000005e22bcb40977f2eb #d,-,18,3035,2340,1305,756,4,212955,13203,3035,2340,1305,3035,2340,1301,99,99,0,500,3057;
@400000005e22bcb409824b99 #d,-,18,3037,2339,1296,757,4,212962,13203,3037,2341,1334,3035,2338,1296,98,99,0,500,3072;
@400000005e22bcb60991b956 #d,-,18,3037,2339,1302,758,4,212990,13205,3037,2340,1306,3037,2339,1296,98,99,0,500,3073;
@400000005e22bcb6099cb146 #d,-,18,3036,2341,1303,759,4,212972,13204,3037,2342,1305,3036,2339,1302,99,99,0,500,3057;
@400000005e22bcb809ad2871 #d,-,18,3035,2341,1304,759,4,212999,13205,3036,2342,1304,3035,2340,1302,99,99,0,500,3059;
@400000005e22bcb809b7d6ce #d,-,18,3035,2338,1304,760,4,212981,13204,3035,2341,1305,3035,2338,1301,99,99,0,500,3059;
@400000005e22bcba09c86187 #d,-,18,3036,2338,1298,761,4,213011,13206,3036,2339,1336,3035,2338,1298,99,99,0,500,3066;
@400000005e22bcba09d32ea0 #d,-,18,3037,2338,1303,762,4,213015,13206,3037,2341,1306,3036,2338,1296,98,99,0,500,3079;
@400000005e22bcbc09e395f5 #d,-,18,3036,2341,1302,763,4,212997,13205,3037,2341,1305,3036,2338,1302,99,99,0,500,3059;
@400000005e22bcbc09ede642 #d,-,18,3036,2339,1304,763,4,213002,13206,3036,2341,1306,3036,2338,1301,99,99,0,500,3059;
@400000005e22bcbe09fc6d07 #d,-,18,3035,2340,1302,764,4,213006,13206,3036,2340,1304,3035,2338,1301,99,99,0,500,3057;
@400000005e22bcbe0a07cf23 #d,-,18,3035,2338,1306,765,4,213014,13206,3035,2340,1336,3035,2338,1301,99,99,0,500,3061;
@400000005e22bcc00a16db16 #d,-,18,3037,2338,1302,766,4,213018,13207,3037,2339,1306,3035,2338,1295,98,99,0,500,3084;
@400000005e22bcc00a2190e6 #d,-,18,3036,2340,1303,767,4,213023,13207,3037,2340,1305,3036,2338,1302,99,99,0,500,3057;
@400000005e22bcc20a312119 #d,-,18,3036,2341,1304,768,4,213027,13207,3036,2341,1305,3036,2340,1301,99,99,0,500,3059;
@400000005e22bcc20a3b9972 #d,-,18,3035,2338,1304,769,4,213032,13208,3036,2341,1305,3035,2338,1302,99,99,0,500,3059;
@400000005e22bcc40a4ccbce #d,-,18,3035,2338,1323,769,4,213039,13208,3035,2340,1336,3035,2337,1302,99,99,0,500,3059;
@400000005e22bcc40a571c1b #d,-,18,3037,2340,1303,770,4,213043,13208,3037,2340,1323,3035,2338,1293,98,99,0,500,3084;
@400000005e22bcc60a653d5d #d,-,18,3036,2339,1305,771,4,213048,13208,3037,2340,1306,3036,2338,1301,99,99,0,500,3061;
@400000005e22bcc60a70be34 #d,-,18,3036,2338,1303,772,4,213052,13209,3036,2340,1305,3036,2338,1302,99,99,0,500,3057;
@400000005e22bcc80a7fd643 #d,-,18,3035,2339,1303,773,4,213079,13210,3036,2339,1305,3035,2337,1302,99,99,0,500,3059;
@400000005e22bcc80a8a5d82 #d,-,18,3034,2337,1333,774,4,213063,13209,3035,2339,1336,3034,2337,1302,99,99,0,500,3057;
@400000005e22bcca0a9797cc #d,-,18,3037,2336,1306,774,4,213068,13210,3037,2338,1333,3034,2335,1298,98,99,0,500,3088;
@400000005e22bcca0aa2040a #d,-,18,3037,2338,1306,775,4,213095,13211,3037,2338,1306,3037,2336,1302,99,99,0,500,3059;
@400000005e22bccc0ab14e63 #d,-,18,3036,2338,1305,776,4,213077,13210,3037,2339,1307,3036,2338,1302,99,99,0,500,3057;
@400000005e22bccc0abbdd16 #d,-,18,3035,2336,1305,777,4,213082,13211,3036,2339,1306,3035,2336,1303,99,99,0,500,3059;
@400000005e22bcce0acc6b89 #d,-,18,3035,2337,1338,778,4,213088,13211,3035,2338,1339,3035,2336,1303,99,99,0,500,3059;
@400000005e22bcce0ad6d31e #d,-,18,3038,2340,1306,779,4,213093,13211,3038,2340,1338,3035,2337,1294,98,99,0,500,3089;
@400000005e22bcd00ae634bf #d,-,18,3037,2341,1304,779,4,213097,13212,3038,2341,1306,3037,2339,1302,99,99,0,500,3059;
@400000005e22bcd00af09989 #d,-,18,3036,2339,1303,780,4,213102,13212,3037,2341,1305,3036,2339,1302,99,99,0,500,3057;
@400000005e22bcd20b002d76 #d,-,18,3035,2339,1302,781,4,213106,13212,3036,2340,1304,3035,2338,1301,99,99,0,500,3059;
@400000005e22bcd20b0b06aa #d,-,18,3035,2340,1334,782,4,213112,13212,3035,2341,1334,3035,2339,1301,99,99,0,500,3059;
@400000005e22bcd40b1a8f69 #d,-,18,3038,2340,1306,783,4,213117,13213,3038,2341,1337,3035,2340,1296,98,99,0,500,3089;
@400000005e22bcd40b253a0c #d,-,18,3037,2339,1304,784,4,213122,13213,3038,2341,1306,3037,2339,1302,99,99,0,500,3057;
@400000005e22bcd60b367796 #d,-,18,3036,2338,1303,785,4,213126,13213,3037,2340,1306,3036,2338,1301,99,99,0,500,3059;
@400000005e22bcd60b40efef #d,-,18,3036,2340,1304,785,4,213131,13214,3036,2340,1305,3036,2338,1301,99,99,0,500,3057;
@400000005e22bcd80b510461 #d,-,18,3035,2339,1327,786,4,213136,13214,3036,2340,1327,3035,2339,1302,99,99,0,500,3061;
@400000005e22bcd80b5b4981 #d,-,18,3039,2337,1305,787,4,213142,13214,3039,2339,1337,3035,2337,1298,98,99,0,500,3091;
@400000005e22bcda0b67f370 #d,-,18,3037,2339,1306,788,4,213168,13216,3039,2339,1307,3037,2337,1302,99,99,0,500,3056;
@400000005e22bcda0b73558b #d,-,18,3037,2338,1306,789,4,213151,13215,3037,2340,1306,3037,2338,1303,99,99,0,500,3059;
@400000005e22bcdc0b821ab7 #d,-,18,3036,2336,1303,789,4,213177,13217,3037,2338,1306,3036,2335,1303,99,99,0,500,3059;
@400000005e22bcdc0b8ca2e5 #d,-,18,3035,2338,1317,790,4,213182,13217,3036,2338,1317,3035,2335,1302,99,99,0,500,3057;
