@400000005e58c53526373c02 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e58c53614849f79 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e58c83f0375685b #d,-,18,3261,2349,1449,674,4,225281,13967,3261,2351,1459,3261,2349,1449,94,100,0,501,3460;
@400000005e58c84103848aa8 #d,-,18,3262,2349,1459,675,4,225322,13970,3262,2352,1462,3261,2349,1447,94,100,0,501,3464;
@400000005e58c841038dd630 #d,-,18,3262,2351,1451,676,4,225305,13968,3262,2351,1460,3262,2349,1448,94,100,0,501,3462;
@400000005e58c843039e1ddb #d,-,18,3262,2353,1451,677,4,225316,13969,3262,2353,1461,3262,2349,1451,94,100,0,501,3460;
@400000005e58c84303a7512b #d,-,18,3263,2353,1455,678,4,225328,13970,3263,2354,1460,3262,2351,1450,94,100,0,501,3462;
@400000005e58c84503b710dd #d,-,18,3263,2352,1458,679,4,225370,13972,3263,2355,1464,3263,2352,1452,94,100,0,501,3469;
@400000005e58c84503c06792 #d,-,18,3265,2352,1457,680,4,225353,13971,3265,2354,1462,3263,2351,1452,94,100,0,501,3472;
@400000005e58c84703cf4406 #d,-,18,3266,2352,1455,681,4,225365,13972,3266,2354,1461,3265,2351,1451,94,100,0,501,3469;
@400000005e58c84703d8739d #d,-,18,3266,2352,1458,681,4,225377,13973,3266,2354,1462,3266,2352,1452,94,100,0,501,3467;
@400000005e58c84903e744e4 #d,-,18,3266,2352,1453,682,4,225389,13974,3266,2353,1464,3266,2351,1451,94,100,0,501,3469;
@400000005e58c84903f1011c #d,-,18,3267,2352,1457,683,4,225401,13974,3267,2354,1460,3266,2352,1449,94,100,0,501,3472;
@400000005e58c84b04001bf6 #d,-,18,3268,2351,1453,684,4,225413,13975,3268,2354,1462,3267,2351,1450,94,100,0,501,3464;
@400000005e58c84b04097a1d #d,-,18,3268,2352,1451,685,4,225425,13976,3268,2353,1461,3268,2351,1451,94,100,0,501,3464;
@400000005e58c84d04199338 #d,-,18,3268,2352,1455,686,4,225437,13977,3268,2353,1463,3268,2351,1449,94,100,0,501,3472;
@400000005e58c84d0422c2cf #d,-,18,3268,2354,1451,687,4,225449,13977,3268,2354,1461,3268,2351,1450,94,100,0,501,3467;
@400000005e58c84f04326ef2 #d,-,18,3269,2354,1454,688,4,225461,13978,3269,2354,1462,3268,2351,1450,94,100,0,501,3469;
@400000005e58c84f043c9821 #d,-,18,3269,2353,1454,689,4,225472,13979,3269,2354,1461,3269,2351,1453,94,100,0,501,3467;
@400000005e58c851044b4604 #d,-,18,3269,2352,1455,690,4,225484,13980,3269,2353,1462,3269,2351,1453,94,100,0,501,3469;
@400000005e58c8510454c3d6 #d,-,18,3269,2352,1457,690,4,225496,13980,3269,2353,1461,3269,2351,1450,94,100,0,501,3467;
@400000005e58c85304648742 #d,-,18,3269,2353,1458,691,4,225508,13981,3269,2355,1463,3269,2351,1452,94,100,0,501,3464;
@400000005e58c853046db6d9 #d,-,18,3269,2351,1456,692,4,225519,13982,3269,2353,1462,3269,2351,1452,94,100,0,501,3469;
@400000005e58c855047c8731 #d,-,18,3269,2354,1452,693,4,225531,13982,3269,2354,1459,3269,2351,1450,94,100,0,501,3464;
@400000005e58c855048608bd #d,-,18,3269,2354,1460,694,4,225542,13983,3269,2354,1460,3269,2352,1450,94,100,0,501,3464;
@400000005e58c8570495dfb7 #d,-,18,3269,2354,1456,695,4,225554,13984,3269,2355,1461,3269,2352,1453,94,100,0,501,3469;
@400000005e58c857049f0b94 #d,-,18,3269,2354,1454,696,4,225566,13985,3269,2354,1463,3269,2351,1453,94,100,0,501,3472;
@400000005e58c85904ae07b3 #d,-,18,3269,2352,1458,697,4,225578,13985,3269,2354,1462,3269,2351,1451,94,100,0,501,3467;
@400000005e58c85904b7d2d1 #d,-,18,3269,2353,1452,698,4,225589,13986,3269,2355,1461,3269,2352,1447,94,100,0,501,3472;
@400000005e58c85b04c74448 #d,-,18,3270,2355,1457,699,4,225600,13987,3270,2355,1462,3269,2352,1450,94,100,0,501,3467;
@400000005e58c85b04d0aad2 #d,-,18,3270,2353,1454,700,4,225612,13987,3270,2355,1463,3270,2352,1451,94,100,0,501,3472;
@400000005e58c85d04e02ee9 #d,-,18,3270,2354,1455,700,4,225623,13988,3270,2354,1462,3270,2352,1452,94,100,0,501,3467;
@400000005e58c85d04e9570d #d,-,18,3270,2352,1457,701,4,225663,13991,3270,2354,1462,3270,2351,1454,94,100,0,501,3469;
@400000005e58c85f04f823ab #d,-,18,3270,2353,1458,702,4,225646,13990,3270,2353,1462,3270,2351,1450,94,100,0,501,3469;
@400000005e58c85f0501b50c #d,-,18,3270,2353,1457,703,4,225658,13990,3270,2354,1462,3270,2351,1451,94,100,0,501,3467;
@400000005e58c8610510ff66 #d,-,18,3270,2353,1457,704,4,225669,13991,3270,2353,1462,3270,2351,1452,94,100,0,501,3472;
@400000005e58c861051a49ff #d,-,18,3271,2352,1462,705,4,225681,13992,3271,2353,1462,3270,2350,1455,94,100,0,501,3469;
@400000005e58c86305298483 #d,-,18,3270,2353,1451,706,4,225692,13992,3271,2353,1462,3270,2350,1451,94,100,0,501,3469;
@400000005e58c8630532bb8d #d,-,18,3271,2353,1459,707,4,225703,13993,3271,2353,1462,3270,2351,1451,94,100,0,501,3469;
@400000005e58c8650542e836 #d,-,18,3271,2353,1456,708,4,225715,13994,3271,2353,1464,3271,2351,1450,94,100,0,501,3469;
@400000005e58c865054c33be #d,-,18,3271,2354,1453,708,4,225726,13995,3271,2354,1462,3271,2352,1452,94,100,0,501,3472;
@400000005e58c867055bbc7d #d,-,18,3271,2353,1457,709,4,225765,13997,3271,2354,1461,3271,2351,1449,94,100,0,501,3472;
@400000005e58c8670564ec14 #d,-,18,3271,2354,1454,710,4,225749,13996,3271,2354,1461,3271,2352,1448,94,100,0,501,3467;
@400000005e58c8690573d85d #d,-,18,3271,2353,1457,711,4,225760,13997,3271,2354,1462,3271,2352,1453,94,100,0,501,3467;
@400000005e58c869057d7131 #d,-,18,3271,2353,1448,712,4,225771,13997,3271,2355,1461,3271,2353,1447,94,100,0,501,3469;
@400000005e58c86b058cabb5 #d,-,18,3271,2355,1459,713,4,225810,14000,3271,2355,1460,3271,2352,1448,94,100,0,501,3469;
@400000005e58c86b0596026a #d,-,18,3271,2354,1452,714,4,225793,13999,3271,2355,1460,3271,2353,1449,94,100,0,501,3469;
@400000005e58c86d05a65542 #d,-,18,3271,2354,1460,715,4,225804,13999,3271,2355,1462,3271,2353,1451,94,100,0,501,3469;
@400000005e58c86d05af84d9 #d,-,18,3270,2355,1457,716,4,225842,14002,3271,2355,1460,3270,2353,1452,94,100,0,501,3467;
@400000005e58c86f05be464b #d,-,18,3270,2354,1449,717,4,225825,14001,3270,2355,1461,3270,2352,1449,94,100,0,501,3467;
@400000005e58c86f05c8072b #d,-,18,3270,2358,1455,718,4,225836,14001,3270,2358,1458,3270,2354,1446,94,100,0,501,3467;
@400000005e58c87105d8378d #d,-,18,3269,2355,1454,718,4,225847,14002,3270,2358,1462,3269,2355,1451,94,100,0,501,3467;
@400000005e58c87105e18e42 #d,-,18,3270,2357,1453,719,4,225885,14004,3270,2357,1461,3269,2354,1449,94,100,0,501,3469;
@400000005e58c87305f0acd6 #d,-,18,3270,2356,1453,720,4,225868,14003,3270,2357,1462,3270,2354,1449,94,100,0,501,3467;
@400000005e58c87305f9d13f #d,-,18,3269,2355,1457,721,4,225879,14004,3270,2356,1461,3269,2354,1449,94,100,0,501,3467;
@400000005e58c8750608f38d #d,-,18,3269,2355,1448,722,4,225889,14005,3269,2356,1465,3269,2352,1444,94,100,0,501,3464;
@400000005e58c875061294c3 #d,-,18,3269,2355,1447,723,4,225900,14005,3269,2356,1462,3269,2353,1447,94,100,0,501,3467;
@400000005e58c8770622b197 #d,-,18,3269,2356,1459,724,4,225911,14006,3269,2356,1463,3269,2354,1446,94,100,0,501,3469;
@400000005e58c877062be12e #d,-,18,3268,2355,1443,725,4,225921,14007,3269,2356,1464,3268,2353,1442,94,100,0,501,3464;
@400000005e58c879063c251f #d,-,18,3268,2353,1450,726,4,225931,14007,3268,2355,1462,3268,2353,1443,94,100,0,501,3462;
@400000005e58c87906454d43 #d,-,18,3268,2354,1457,727,4,225942,14008,3268,2354,1461,3268,2352,1447,94,100,0,501,3464;
@400000005e58c87b06545847 #d,-,18,3268,2354,1454,728,4,225952,14009,3268,2354,1467,3268,2352,1447,94,100,0,501,3467;
@400000005e58c87b065db2b6 #d,-,18,3265,2351,1438,728,4,225960,14009,3268,2354,1459,3265,2351,1424,94,100,0,501,3450;
@400000005e58c87d066cf955 #d,-,18,3264,2351,1457,729,4,225998,14011,3265,2353,1467,3264,2350,1436,94,100,0,501,3455;
@400000005e58c87d06762532 #d,-,18,3265,2351,1460,730,4,225981,14010,3265,2352,1460,3264,2350,1454,94,100,0,501,3464;
@400000005e58c87f0684ea5e #d,-,18,3266,2352,1455,731,4,225992,14011,3266,2353,1461,3265,2351,1453,94,100,0,501,3469;
@400000005e58c87f068eba25 #d,-,18,3267,2353,1459,732,4,226003,14012,3267,2353,1461,3266,2351,1453,94,100,0,501,3472;
@400000005e58c881069e0838 #d,-,18,3267,2353,1455,733,4,226013,14012,3267,2353,1461,3267,2350,1452,94,100,0,501,3469;
@400000005e58c88106a76a19 #d,-,18,3268,2353,1455,734,4,226024,14013,3268,2354,1461,3267,2351,1453,94,100,0,501,3469;
@400000005e58c88306b6b472 #d,-,18,3269,2354,1458,735,4,226034,14014,3269,2356,1463,3268,2352,1453,94,100,0,501,3469;
@400000005e58c88306bfeb7d #d,-,18,3269,2352,1450,736,4,226072,14016,3269,2354,1462,3269,2351,1450,94,100,0,501,3469;
@400000005e58c88506cf3990 #d,-,18,3269,2351,1454,737,4,226055,14015,3269,2353,1465,3269,2350,1448,94,100,0,501,3469;
@400000005e58c88506d88429 #d,-,18,3269,2352,1456,737,4,226065,14016,3269,2353,1465,3269,2350,1451,94,100,0,501,3467;
@400000005e58c88706e7d23c #d,-,18,3269,2353,1458,738,4,226076,14016,3269,2353,1461,3269,2350,1448,94,100,0,501,3467;
@400000005e58c88706f101d3 #d,-,18,3269,2354,1454,739,4,226113,14019,3269,2354,1463,3269,2351,1450,94,100,0,501,3464;
@400000005e58c889070001aa #d,-,18,3270,2353,1458,740,4,226124,14019,3270,2354,1462,3269,2351,1454,94,100,0,501,3472;
@400000005e58c8890709c19c #d,-,18,3270,2352,1459,741,4,226107,14018,3270,2354,1462,3270,2352,1451,94,100,0,501,3472;
@400000005e58c88b0718f867 #d,-,18,3270,2351,1452,742,4,226117,14019,3270,2354,1460,3270,2351,1452,94,100,0,501,3469;
@400000005e58c88b072247a8 #d,-,18,3271,2353,1462,743,4,226128,14019,3271,2354,1462,3270,2351,1452,94,100,0,501,3467;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
