@400000005e22b5b51b12d0b6 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e22b5b609667e6e #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bac31207d4c4 #d,-,18,3212,2353,1434,1093,6,219381,13601,3212,2355,1443,3108,2353,1412,94,100,0,500,3410;
@400000005e22bac51217baa6 #d,-,18,3212,2355,1436,1094,6,219390,13602,3212,2355,1440,3212,2352,1424,93,100,0,500,3422;
@400000005e22bac512215734 #d,-,18,3212,2357,1429,1095,6,219399,13602,3212,2358,1437,3212,2354,1425,94,100,0,500,3415;
@400000005e22bac71230fbe3 #d,-,18,3213,2355,1431,1096,6,219408,13603,3213,2358,1438,3212,2355,1429,93,100,0,500,3422;
@400000005e22bac7123a84e3 #d,-,18,3213,2358,1433,1097,6,219417,13603,3213,2358,1438,3213,2354,1426,93,100,0,500,3419;
@400000005e22bac9124a5823 #d,-,18,3214,2357,1431,1098,6,219426,13604,3214,2358,1436,3213,2357,1422,93,100,0,500,3422;
@400000005e22bac91253cd94 #d,-,18,3215,2357,1436,1099,6,219435,13605,3215,2357,1442,3214,2356,1431,93,100,0,500,3424;
@400000005e22bacb12632b7c #d,-,18,3215,2358,1436,1100,6,219444,13605,3215,2358,1441,3215,2356,1427,93,100,0,500,3424;
@400000005e22bacb126d0670 #d,-,18,3217,2357,1440,1101,6,219454,13606,3217,2359,1442,3215,2357,1425,93,100,0,500,3429;
@400000005e22bacd127c9f04 #d,-,18,3218,2357,1427,1101,6,219480,13607,3218,2358,1440,3217,2356,1427,93,100,0,500,3426;
@400000005e22bacd1286341f #d,-,18,3218,2358,1434,1102,6,219489,13608,3218,2358,1439,3218,2357,1427,93,100,0,500,3424;
@400000005e22bacf12963148 #d,-,18,3218,2355,1438,1103,6,219481,13607,3218,2358,1440,3218,2355,1427,93,100,0,500,3426;
@400000005e22bacf129f9b8c #d,-,18,3220,2355,1433,1104,6,219507,13609,3220,2355,1441,3218,2353,1429,93,100,0,500,3426;
@400000005e22bad112aee5e5 #d,-,18,3221,2356,1438,1105,6,219500,13609,3221,2357,1444,3220,2355,1433,93,100,0,500,3434;
@400000005e22bad112b8b1f2 #d,-,18,3222,2357,1441,1106,6,219510,13609,3222,2358,1446,3221,2355,1425,93,100,0,500,3431;
@400000005e22bad312c85d27 #d,-,18,3224,2356,1441,1107,6,219519,13610,3224,2358,1443,3222,2356,1425,93,100,0,500,3443;
@400000005e22bad312d1ee88 #d,-,18,3224,2358,1436,1108,6,219529,13610,3224,2358,1444,3224,2356,1431,93,100,0,500,3431;
@400000005e22bad512e1a21e #d,-,18,3225,2358,1436,1108,6,219538,13611,3225,2358,1443,3224,2355,1421,93,100,0,500,3431;
@400000005e22bad512eb0046 #d,-,18,3226,2357,1444,1109,6,219548,13612,3226,2358,1445,3225,2357,1422,93,100,0,500,3438;
@400000005e22bad712f96c09 #d,-,18,3227,2358,1429,1110,6,219575,13613,3227,2359,1448,3226,2356,1428,93,100,0,500,3436;
@400000005e22bad71303917f #d,-,18,3228,2356,1442,1111,6,219585,13614,3228,2359,1443,3227,2356,1429,93,100,0,500,3441;
@400000005e22bad913131df8 #d,-,18,3229,2357,1437,1112,6,219594,13614,3229,2357,1448,3228,2354,1425,93,100,0,500,3436;
@400000005e22bad9131c9bca #d,-,18,3230,2357,1437,1113,6,219587,13614,3230,2358,1443,3229,2356,1431,93,100,0,500,3441;
@400000005e22badb132c345e #d,-,18,3231,2358,1441,1114,6,219597,13615,3231,2358,1444,3230,2356,1435,94,100,0,500,3434;
@400000005e22badb13359640 #d,-,18,3232,2357,1441,1115,6,219607,13615,3232,2358,1446,3231,2356,1432,94,100,0,500,3438;
@400000005e22badd1344d0c4 #d,-,18,3233,2358,1448,1116,6,219617,13616,3233,2358,1451,3232,2356,1431,93,100,0,500,3445;
@400000005e22badd134ea7fe #d,-,18,3234,2356,1429,1117,6,219627,13616,3234,2358,1448,3233,2356,1429,93,100,0,500,3443;
@400000005e22badf135e72dd #d,-,18,3235,2358,1439,1117,6,219637,13617,3235,2358,1449,3234,2356,1429,94,100,0,500,3438;
@400000005e22badf1367ecf6 #d,-,18,3235,2358,1443,1118,6,219646,13618,3235,2359,1447,3235,2358,1429,94,100,0,500,3441;
@400000005e22bae113773b09 #d,-,18,3236,2356,1428,1119,6,219656,13618,3236,2358,1447,3235,2355,1427,93,100,0,500,3443;
@400000005e22bae11380a906 #d,-,18,3236,2358,1445,1120,6,219666,13619,3236,2358,1448,3236,2356,1428,94,100,0,500,3438;
@400000005e22bae313903cf2 #d,-,18,3235,2355,1446,1121,6,219674,13619,3236,2358,1446,3235,2355,1416,94,100,0,500,3434;
@400000005e22bae31399bf6c #d,-,18,3233,2357,1436,1122,6,219699,13621,3235,2357,1451,3233,2354,1397,94,100,0,500,3429;
@400000005e22bae513a981ea #d,-,18,3232,2355,1440,1123,6,219693,13620,3233,2357,1461,3232,2355,1432,94,100,0,500,3422;
@400000005e22bae513b2f48f #d,-,18,3231,2357,1441,1124,6,219702,13621,3232,2357,1453,3231,2355,1416,94,100,0,500,3426;
@400000005e22bae713c3151c #d,-,18,3234,2355,1460,1125,6,219712,13622,3234,2358,1460,3231,2355,1420,93,100,0,500,3453;
@400000005e22bae713ccbdc5 #d,-,18,3235,2355,1438,1126,6,219722,13622,3235,2357,1460,3234,2355,1425,93,100,0,500,3445;
@400000005e22bae913dc5a14 #d,-,18,3234,2357,1447,1126,6,219731,13623,3235,2357,1457,3234,2355,1414,94,100,0,500,3429;
@400000005e22bae913e5db9f #d,-,18,3235,2355,1440,1127,6,219741,13623,3235,2358,1447,3234,2354,1420,93,100,0,500,3443;
@400000005e22baeb13f58f36 #d,-,18,3235,2355,1419,1128,6,219750,13624,3235,2355,1449,3235,2353,1419,94,100,0,500,3436;
@400000005e22baeb13ff10c2 #d,-,18,3235,2354,1444,1129,7,219760,13625,3235,2355,1457,3235,2354,1414,94,100,0,500,3441;
@400000005e22baed140e9d3b #d,-,18,3234,2353,1439,1130,7,219786,13626,3235,2354,1458,3234,2353,1410,94,100,0,500,3434;
@400000005e22baed141864a0 #d,-,18,3237,2355,1434,1131,7,219779,13626,3237,2355,1450,3234,2353,1426,93,100,0,500,3445;
@400000005e22baef1428280c #d,-,18,3236,2354,1441,1132,7,219789,13626,3237,2355,1453,3236,2352,1434,94,100,0,500,3438;
@400000005e22baef1431b96c #d,-,18,3236,2356,1437,1133,7,219798,13627,3236,2356,1454,3236,2353,1431,94,100,0,500,3438;
@400000005e22baf11441844b #d,-,18,3238,2354,1449,1134,7,219808,13628,3238,2356,1449,3236,2353,1422,93,100,0,500,3448;
@400000005e22baf1144b15ac #d,-,18,3237,2355,1442,1134,7,219818,13628,3238,2355,1455,3237,2353,1439,94,100,0,500,3436;
@400000005e22baf3145a827b #d,-,18,3237,2353,1451,1135,7,219827,13629,3237,2355,1456,3237,2352,1420,94,100,0,500,3431;
@400000005e22baf314646d44 #d,-,18,3238,2354,1447,1136,7,219837,13629,3238,2354,1454,3237,2352,1428,93,100,0,500,3448;
@400000005e22baf514742cf6 #d,-,18,3239,2352,1437,1137,7,219846,13630,3239,2354,1449,3238,2351,1437,94,100,0,500,3441;
@400000005e22baf5147da70f #d,-,18,3240,2352,1444,1138,7,219857,13631,3240,2353,1453,3239,2351,1431,94,100,0,500,3443;
@400000005e22baf7148d2edf #d,-,18,3240,2354,1443,1139,7,219866,13631,3240,2354,1451,3240,2352,1423,93,100,0,500,3448;
@400000005e22baf71496b06b #d,-,18,3241,2354,1436,1140,7,219875,13632,3241,2354,1447,3240,2352,1431,94,100,0,500,3438;
@400000005e22baf914a65c8e #d,-,18,3240,2355,1441,1141,7,219901,13633,3241,2355,1448,3240,2354,1436,94,100,0,500,3441;
@400000005e22baf914b03fe4 #d,-,18,3238,2356,1416,1142,7,219910,13634,3240,2356,1459,3238,2355,1407,94,100,0,500,3429;
@400000005e22bafb14bff734 #d,-,18,3236,2354,1444,1143,7,219918,13634,3238,2356,1465,3236,2353,1394,94,100,0,500,3415;
@400000005e22bafb14c99009 #d,-,18,3236,2354,1443,1143,7,219912,13634,3236,2355,1459,3236,2353,1438,93,100,0,500,3448;
@400000005e22bafd14d99df6 #d,-,18,3237,2356,1442,1144,7,219938,13636,3237,2357,1452,3236,2353,1434,94,100,0,500,3441;
@400000005e22bafd14e30bf3 #d,-,18,3239,2356,1450,1145,7,219931,13635,3239,2357,1452,3237,2356,1431,93,100,0,500,3450;
@400000005e22baff14f28897 #d,-,18,3239,2354,1432,1146,7,219941,13636,3239,2356,1450,3239,2354,1432,94,100,0,500,3438;
@400000005e22baff14fc8f50 #d,-,18,3239,2356,1442,1147,7,219950,13636,3239,2356,1451,3239,2354,1432,94,100,0,500,3441;
@400000005e22bb01150c1368 #d,-,18,3239,2355,1443,1148,7,219960,13637,3239,2356,1453,3239,2355,1432,94,100,0,500,3438;
@400000005e22bb011515b0e4 #d,-,18,3241,2354,1440,1149,7,219970,13638,3241,2356,1449,3239,2354,1440,94,100,0,500,3445;
@400000005e22bb03152596c5 #d,-,18,3242,2356,1444,1150,7,219979,13638,3242,2356,1449,3241,2354,1440,94,100,0,500,3448;
@400000005e22bb03152f087c #d,-,18,3242,2354,1444,1151,7,219989,13639,3242,2356,1447,3242,2354,1440,94,100,0,500,3445;
@400000005e22bb05153e4300 #d,-,18,3243,2354,1448,1152,7,219999,13639,3243,2355,1450,3242,2354,1441,94,100,0,500,3448;
@400000005e22bb0515482a0f #d,-,18,3245,2356,1447,1152,7,220009,13640,3245,2356,1452,3243,2354,1443,93,100,0,500,3453;
@400000005e22bb0715581852 #d,-,18,3246,2354,1443,1153,7,220019,13641,3246,2356,1450,3245,2353,1441,93,100,0,500,3455;
@400000005e22bb071561ad6d #d,-,18,3246,2355,1448,1154,7,220045,13642,3246,2356,1450,3246,2353,1437,94,100,0,500,3450;
@400000005e22bb091571da16 #d,-,18,3247,2356,1434,1155,7,220039,13642,3247,2357,1450,3246,2355,1433,94,100,0,500,3448;
@400000005e22bb09157b604a #d,-,18,3247,2353,1445,1156,7,220049,13643,3247,2357,1451,3247,2353,1434,94,100,0,500,3448;
@400000005e22bb0b158afba9 #d,-,18,3247,2355,1447,1157,7,220058,13643,3247,2356,1453,3247,2353,1427,94,100,0,500,3441;
@400000005e22bb0b1594eed4 #d,-,18,3248,2353,1452,1158,7,220068,13644,3248,2355,1453,3247,2353,1435,93,100,0,500,3457;
@400000005e22bb0d15a4ae86 #d,-,18,3249,2355,1448,1159,7,220078,13644,3249,2356,1453,3248,2353,1440,94,100,0,500,3450;
@400000005e22bb0d15ae4b14 #d,-,18,3249,2354,1442,1160,7,220088,13645,3249,2355,1451,3249,2353,1438,94,100,0,500,3450;
@400000005e22bb0f15be509f #d,-,18,3249,2355,1448,1161,7,220098,13646,3249,2355,1450,3249,2353,1439,94,100,0,500,3450;
@400000005e22bb0f15c7d22b #d,-,18,3250,2353,1438,1162,7,220107,13646,3250,2355,1453,3249,2353,1437,94,100,0,500,3450;
@400000005e22bb1115d75ea4 #d,-,18,3250,2354,1447,1162,7,220117,13647,3250,2354,1449,3250,2353,1438,94,100,0,500,3448;
@400000005e22bb1115e15589 #d,-,18,3249,2355,1447,1163,7,220127,13647,3250,2355,1448,3249,2354,1438,94,100,0,500,3445;
@400000005e22bb1315f137b0 #d,-,18,3249,2353,1442,1164,7,220136,13648,3249,2355,1448,3249,2353,1439,94,100,0,500,3450;
@400000005e22bb1315fad8e6 #d,-,18,3249,2355,1452,1165,7,220162,13650,3249,2355,1453,3249,2352,1442,94,100,0,500,3445;
@400000005e22bb15160aee47 #d,-,18,3251,2353,1448,1166,7,220156,13649,3251,2355,1457,3249,2353,1443,94,100,0,500,3455;
@400000005e22bb1516146b2a #d,-,18,3252,2355,1454,1167,7,220183,13651,3252,2356,1457,3251,2353,1442,93,100,0,500,3464;
@400000005e22bb171623d086 #d,-,18,3253,2354,1445,1168,7,220177,13650,3253,2356,1454,3252,2353,1443,94,100,0,500,3455;
@400000005e22bb17162dd73f #d,-,18,3253,2353,1448,1169,7,220187,13651,3253,2354,1455,3253,2353,1442,94,100,0,500,3453;
@400000005e22bb19163dc582 #d,-,18,3254,2355,1450,1170,7,220197,13652,3254,2355,1457,3253,2353,1441,94,100,0,500,3457;
@400000005e22bb1916475e57 #d,-,18,3255,2353,1434,1171,7,220206,13652,3255,2355,1453,3254,2353,1430,94,100,0,500,3457;
@400000005e22bb1b16573cc4 #d,-,18,3254,2356,1451,1171,7,220216,13653,3255,2356,1455,3254,2353,1434,94,100,0,500,3448;
@400000005e22bb1b1660b6dd #d,-,18,3254,2356,1446,1172,7,220226,13654,3254,2357,1451,3254,2355,1434,94,100,0,500,3450;
@400000005e22bb1d16702c0d #d,-,18,3254,2356,1452,1173,7,220235,13654,3254,2357,1452,3254,2355,1430,94,100,0,500,3455;
@400000005e22bb1d167a3681 #d,-,18,3253,2358,1445,1174,7,220245,13655,3254,2358,1452,3253,2356,1440,94,100,0,500,3448;
@400000005e22bb1f168a08d3 #d,-,18,3253,2358,1443,1175,7,220255,13655,3253,2358,1451,3253,2358,1435,94,100,0,500,3453;
@400000005e22bb1f1693967a #d,-,18,3252,2358,1447,1176,7,220264,13656,3253,2359,1453,3252,2358,1425,94,100,0,500,3455;
@400000005e22bb2116a3553e #d,-,18,3252,2357,1436,1177,7,220273,13656,3252,2359,1449,3252,2356,1433,94,100,0,500,3448;
@400000005e22bb2116acbf81 #d,-,18,3252,2357,1447,1178,7,220283,13657,3252,2357,1452,3252,2356,1436,94,100,0,500,3453;
@400000005e22bb2316bc40cd #d,-,18,3252,2356,1450,1179,7,220309,13659,3252,2357,1450,3252,2356,1432,94,100,0,500,3448;
@400000005e22bb2316c65a27 #d,-,18,3253,2357,1448,1180,7,220318,13659,3253,2358,1452,3252,2356,1435,94,100,0,500,3457;
@400000005e22bb2516d61531 #d,-,18,3254,2357,1449,1180,7,220328,13660,3254,2357,1454,3253,2356,1441,94,100,0,500,3455;
@400000005e22bb2516dfc9f6 #d,-,18,3253,2356,1446,1181,7,220322,13659,3254,2357,1452,3253,2355,1437,94,100,0,500,3448;
@400000005e22bb2716efb0c5 #d,-,18,3254,2358,1448,1182,7,220347,13661,3254,2358,1451,3253,2355,1436,94,100,0,500,3457;
@400000005e22bb2716f92636 #d,-,18,3254,2357,1437,1183,7,220341,13661,3254,2358,1451,3254,2357,1437,94,100,0,500,3453;
@400000005e22bb2917089304 #d,-,18,3253,2356,1448,1184,7,220351,13661,3254,2358,1453,3253,2356,1437,94,100,0,500,3453;
@400000005e22bb2917129d78 #d,-,18,3253,2357,1452,1185,7,220360,13662,3253,2358,1453,3253,2356,1438,94,100,0,500,3455;
@400000005e22bb2b172270b9 #d,-,18,3254,2356,1440,1186,7,220370,13662,3254,2357,1453,3253,2355,1440,94,100,0,500,3460;
@400000005e22bb2b172c20d5 #d,-,18,3255,2357,1447,1187,7,220380,13663,3255,2357,1455,3254,2355,1440,94,100,0,500,3457;
@400000005e22bb2d173be441 #d,-,18,3255,2356,1446,1188,7,220389,13664,3255,2358,1455,3255,2356,1436,94,100,0,500,3450;
@400000005e22bb2d174590a4 #d,-,18,3255,2357,1450,1189,7,220399,13664,3255,2358,1452,3255,2356,1440,94,100,0,500,3462;
@400000005e22bb2f1755021b #d,-,18,3255,2356,1448,1190,7,220409,13665,3255,2358,1453,3255,2356,1440,94,100,0,500,3450;
@400000005e22bb2f175ef09d #d,-,18,3255,2357,1446,1190,7,220434,13666,3255,2357,1452,3255,2356,1433,94,100,0,500,3450;
@400000005e22bb31176eb409 #d,-,18,3255,2357,1448,1191,7,220443,13667,3255,2357,1453,3255,2357,1440,94,100,0,500,3457;
@400000005e22bb3117784924 #d,-,18,3256,2355,1439,1192,7,220437,13667,3256,2358,1450,3255,2355,1436,94,100,0,500,3455;
@400000005e22bb331788473c #d,-,18,3256,2358,1447,1193,7,220463,13668,3256,2359,1451,3256,2355,1439,94,100,0,500,3455;
@400000005e22bb331791d7ae #d,-,18,3255,2359,1449,1194,7,220456,13668,3256,2359,1451,3255,2358,1435,94,100,0,500,3453;
@400000005e22bb3517a14925 #d,-,18,3256,2356,1448,1195,7,220466,13668,3256,2359,1450,3255,2356,1433,94,100,0,500,3460;
@400000005e22bb3517ab4c25 #d,-,18,3256,2358,1456,1196,7,220476,13669,3256,2358,1460,3256,2356,1445,94,100,0,500,3455;
@400000005e22bb3717bae785 #d,-,18,3257,2358,1446,1197,7,220485,13670,3257,2358,1456,3256,2357,1433,94,100,0,500,3462;
@400000005e22bb3717c488bb #d,-,18,3257,2357,1449,1198,7,220495,13670,3257,2358,1453,3257,2356,1432,94,100,0,500,3462;
@400000005e22bb3917d39868 #d,-,18,3257,2358,1437,1199,7,220504,13671,3257,2358,1451,3257,2356,1436,94,100,0,500,3455;
@400000005e22bb3917dd0dd8 #d,-,18,3257,2358,1445,1199,7,220514,13671,3257,2358,1450,3257,2357,1437,94,100,0,500,3455;
@400000005e22bb3b17ec6f7a #d,-,18,3256,2356,1443,1200,7,220523,13672,3257,2358,1451,3256,2356,1435,94,100,0,500,3448;
@400000005e22bb3b17f65a43 #d,-,18,3256,2358,1445,1201,7,220532,13673,3256,2358,1450,3256,2356,1436,94,100,0,500,3453;
@400000005e22bb3d18064886 #d,-,18,3256,2356,1445,1202,7,220541,13673,3256,2358,1454,3256,2356,1442,94,100,0,500,3450;
@400000005e22bb3d18101fc0 #d,-,18,3255,2357,1444,1203,7,220551,13674,3256,2358,1451,3255,2356,1437,94,100,0,500,3448;
@400000005e22bb3f1820254b #d,-,18,3255,2358,1460,1204,7,220559,13674,3255,2359,1461,3255,2357,1413,94,100,0,500,3455;
@400000005e22bb3f18299437 #d,-,18,3253,2355,1433,1205,7,220584,13676,3255,2358,1460,3253,2355,1433,94,100,0,500,3441;
@400000005e22bb411838d62e #d,-,18,3253,2356,1448,1206,7,220577,13675,3253,2356,1456,3253,2355,1426,94,100,0,500,3448;
@400000005e22bb4118428a05 #d,-,18,3252,2359,1452,1206,7,220587,13676,3253,2359,1456,3252,2356,1430,94,100,0,500,3453;
@400000005e22bb43185270d4 #d,-,18,3253,2357,1432,1207,7,220595,13676,3253,2359,1453,3252,2357,1426,94,100,0,500,3460;
@400000005e22bb43185c0235 #d,-,18,3253,2357,1446,1208,7,220605,13677,3253,2357,1452,3253,2356,1432,94,100,0,500,3450;
@400000005e22bb45186bd841 #d,-,18,3252,2358,1442,1209,7,220614,13678,3253,2358,1449,3252,2356,1433,94,100,0,500,3445;
@400000005e22bb451875472d #d,-,18,3253,2358,1450,1210,7,220623,13678,3253,2359,1451,3252,2358,1437,94,100,0,500,3455;
@400000005e22bb4718849cb3 #d,-,18,3253,2356,1444,1211,7,220632,13679,3253,2358,1450,3253,2356,1439,94,100,0,500,3450;
@400000005e22bb47188e6c7a #d,-,18,3252,2356,1433,1212,7,220641,13679,3253,2357,1451,3252,2355,1432,94,100,0,500,3443;
@400000005e22bb49189e4ea1 #d,-,18,3249,2358,1480,1213,7,220647,13680,3252,2359,1482,3249,2356,1352,94,100,0,500,3436;
@400000005e22bb4918a7e775 #d,-,18,3244,2357,1432,1214,7,220655,13680,3249,2359,1480,3244,2357,1429,95,100,0,500,3408;
@400000005e22bb4b18b79ec6 #d,-,18,3244,2356,1448,1215,7,220664,13681,3244,2358,1453,3244,2356,1424,94,100,0,500,3443;
@400000005e22bb4b18c10196 #d,-,18,3245,2358,1445,1215,7,220673,13681,3245,2359,1448,3244,2356,1434,93,100,0,500,3453;
@400000005e22bb4d18cfa35d #d,-,18,3245,2358,1435,1216,7,220682,13682,3245,2358,1447,3245,2358,1435,94,100,0,500,3448;
@400000005e22bb4d18d94fc0 #d,-,18,3245,2356,1447,1217,7,220706,13683,3245,2359,1447,3245,2356,1435,94,100,0,500,3443;
@400000005e22bb4f18e92a74 #d,-,18,3245,2358,1439,1218,7,220714,13684,3245,2358,1448,3245,2356,1432,94,100,0,500,3445;
@400000005e22bb4f18f3029d #d,-,18,3245,2358,1443,1219,7,220707,13683,3245,2358,1444,3245,2358,1430,94,100,0,500,3445;
@400000005e22bb511902dc63 #d,-,18,3245,2356,1440,1220,7,220731,13685,3245,2358,1447,3245,2356,1439,94,100,0,500,3441;
@400000005e22bb51190c6297 #d,-,18,3245,2355,1444,1221,7,220740,13685,3245,2357,1447,3245,2355,1434,94,100,0,500,3443;
@400000005e22bb53191bfdf6 #d,-,18,3245,2357,1448,1222,7,220749,13686,3245,2358,1448,3245,2355,1434,94,100,0,500,3450;
@400000005e22bb5319258f57 #d,-,18,3246,2357,1439,1223,7,220742,13686,3246,2358,1448,3245,2357,1439,94,100,0,500,3445;
@400000005e22bb5519356a0b #d,-,18,3246,2356,1448,1224,7,220751,13686,3246,2358,1449,3246,2355,1439,94,100,0,500,3448;
@400000005e22bb55193ef3f9 #d,-,18,3247,2356,1445,1225,7,220760,13687,3247,2356,1450,3246,2355,1438,93,100,0,500,3455;
@400000005e22bb57194dd426 #d,-,18,3247,2357,1441,1225,7,220768,13687,3247,2358,1447,3247,2356,1436,94,100,0,500,3448;
@400000005e22bb5719572adb #d,-,18,3247,2356,1445,1226,7,220777,13688,3247,2358,1448,3247,2356,1441,94,100,0,500,3448;
@400000005e22bb591966a77f #d,-,18,3247,2357,1443,1227,7,220786,13688,3247,2357,1451,3247,2355,1437,94,100,0,500,3448;
@400000005e22bb5919703c99 #d,-,18,3248,2355,1447,1228,7,220794,13689,3248,2357,1448,3247,2355,1434,94,100,0,500,3450;
@400000005e22bb5b197fe503 #d,-,18,3248,2355,1396,1229,7,220802,13689,3248,2356,1447,3248,2354,1396,94,100,0,500,3445;
@400000005e22bb5b1989432b #d,-,18,2799,2358,1134,1230,7,220768,13687,3248,2358,1396,2799,2355,1013,90,100,0,500,3104;
@400000005e22bb5d19964b2a #d,-,18,2443,2356,1133,1230,7,220736,13685,2799,2358,1139,2443,2356,1127,89,100,0,500,2720;
@400000005e22bb5d199f6379 #d,-,18,2442,2357,1132,1231,7,220705,13683,2443,2358,1134,2442,2356,1129,90,100,0,500,2713;
@400000005e22bb5f19ad58f5 #d,-,18,2441,2357,1131,1232,7,220689,13682,2442,2358,1145,2441,2357,1129,90,100,0,500,2711;
@400000005e22bb5f19b62f23 #d,-,18,2442,2355,1133,1232,7,220657,13680,2442,2358,1133,2441,2355,1131,89,100,0,500,2718;
@400000005e22bb6119c31b32 #d,-,18,2442,2357,1132,1233,7,220611,13677,2442,2358,1137,2442,2355,1130,89,100,0,500,2715;
@400000005e22bb6119cbca43 #d,-,18,2441,2356,1129,1234,7,220579,13675,2442,2357,1134,2441,2355,1127,90,100,0,500,2708;
@400000005e22bb6319d97273 #d,-,18,2440,2357,1131,1234,7,220547,13673,2441,2358,1135,2440,2354,1127,90,100,0,500,2711;
@400000005e22bb6319e21922 #d,-,18,2439,2356,1130,1235,7,220516,13672,2440,2358,1132,2439,2356,1127,90,100,0,500,2708;
@400000005e22bb6519ef5f87 #d,-,18,2439,2358,1130,1236,7,220484,13670,2439,2359,1133,2439,2356,1126,90,100,0,500,2708;
@400000005e22bb6519f82227 #d,-,18,2438,2357,1128,1236,7,220453,13668,2439,2358,1132,2438,2355,1124,90,100,0,500,2706;
@400000005e22bb671a05688d #d,-,18,2438,2358,1130,1237,7,220421,13666,2438,2358,1132,2438,2356,1127,90,100,0,500,2708;
@400000005e22bb671a0e0b83 #d,-,18,2437,2355,1129,1238,7,220390,13664,2438,2358,1131,2437,2355,1128,90,100,0,500,2706;
@400000005e22bb691a1b7cbf #d,-,18,2437,2358,1125,1238,7,220358,13662,2437,2358,1135,2437,2355,1125,89,100,0,500,2708;
@400000005e22bb691a243e71 #d,-,18,2436,2356,1127,1239,7,220326,13660,2437,2359,1128,2436,2356,1120,90,100,0,500,2701;
@400000005e22bb6b1a314b18 #d,-,18,2434,2357,1134,1240,7,220310,13659,2436,2357,1134,2434,2356,1123,90,100,0,500,2699;
@400000005e22bb6b1a3a2c74 #d,-,18,2433,2359,1126,1240,7,220263,13656,2434,2359,1134,2433,2357,1121,89,100,0,500,2706;
@400000005e22bb6d1a47bc6c #d,-,18,2432,2356,1144,1241,7,220232,13654,2433,2359,1145,2432,2356,1122,90,100,0,500,2699;
@400000005e22bb6d1a507799 #d,-,18,2432,2358,1124,1242,7,220200,13652,2432,2358,1144,2432,2356,1118,89,100,0,500,2708;
@400000005e22bb6f1a5da5c7 #d,-,18,2431,2357,1126,1243,7,220169,13650,2432,2358,1131,2431,2356,1122,90,100,0,500,2701;
@400000005e22bb6f1a66ae41 #d,-,18,2430,2358,1126,1243,7,220137,13648,2431,2358,1129,2430,2356,1125,90,100,0,500,2699;
@400000005e22bb711a744b43 #d,-,18,2429,2356,1128,1244,7,220105,13646,2430,2358,1129,2429,2356,1120,89,100,0,500,2701;
@400000005e22bb711a7cf1f2 #d,-,18,2427,2358,1120,1245,7,220073,13644,2429,2358,1128,2427,2356,1120,89,100,0,500,2697;
@400000005e22bb731a8a1d56 #d,-,18,2427,2357,1124,1245,7,220042,13642,2427,2358,1129,2427,2357,1120,89,100,0,500,2699;
@400000005e22bb731a93026b #d,-,18,2426,2356,1119,1246,7,220010,13640,2427,2357,1132,2426,2355,1116,90,100,0,500,2694;
@400000005e22bb751aa073a8 #d,-,18,2424,2358,1119,1247,7,219993,13639,2426,2358,1127,2424,2356,1119,90,100,0,500,2692;
@400000005e22bb751aa91e11 #d,-,18,2423,2356,1127,1247,7,219961,13637,2424,2358,1127,2423,2355,1117,90,100,0,500,2689;
@400000005e22bb771ab61e9d #d,-,18,2421,2357,1116,1248,7,219929,13635,2423,2357,1127,2421,2355,1115,90,100,0,500,2685;
@400000005e22bb771abf4218 #d,-,18,2419,2355,1122,1249,7,219882,13632,2421,2357,1123,2419,2355,1116,90,100,0,500,2685;
@400000005e22bb791accb7fd #d,-,18,2417,2354,1118,1249,7,219850,13630,2419,2356,1124,2417,2354,1116,90,100,0,500,2680;
@400000005e22bb791ad56620 #d,-,18,2416,2356,1125,1250,7,219819,13628,2417,2356,1127,2416,2354,1118,89,100,0,500,2687;
@400000005e22bb7b1ae2b8a1 #d,-,18,2416,2353,1121,1251,7,219787,13626,2416,2356,1126,2416,2353,1118,89,100,0,500,2687;
@400000005e22bb7b1aeb7a52 #d,-,18,2415,2352,1125,1251,7,219755,13624,2416,2355,1126,2415,2352,1118,89,100,0,500,2685;
@400000005e22bb7d1af8736b #d,-,18,2415,2355,1127,1252,7,219723,13622,2415,2355,1130,2415,2352,1120,89,100,0,500,2687;
@400000005e22bb7d1b01932d #d,-,18,2414,2353,1123,1253,7,219692,13620,2415,2355,1127,2414,2352,1121,89,100,0,500,2694;
@400000005e22bb7f1b0eed21 #d,-,18,2415,2353,1123,1253,7,219660,13618,2415,2353,1128,2414,2351,1119,89,100,0,500,2689;
@400000005e22bb7f1b17baee #d,-,18,2414,2351,1125,1254,7,219644,13617,2415,2353,1126,2414,2350,1120,89,100,0,500,2687;
@400000005e22bb811b24d2c2 #d,-,18,2413,2352,1126,1255,7,219612,13615,2414,2352,1128,2413,2350,1120,89,100,0,500,2687;
